,signalerLocation,receiverLocation,intention,signalSpace,targetDictionary,nTargets,barrier,abstractSetup,predSignalNoActionUtility,revTargetDict,recTraj,recActSeq,sigTraj,sigActSeq
60,"(4, 0)","(4, 6)",purple square42,"['square', 'orange', 'triangle', 'purple']","{(7, 7): 'orange square77', (0, 4): 'purple triangle04', (4, 2): 'purple square42'}",3,N,DIY,do,"{'orange square77': (7, 7), 'purple triangle04': (0, 4), 'purple square42': (4, 2)}","{'orange square77': [(4, 6), (5, 6), (6, 6), (7, 6), (7, 7)], 'purple triangle04': [(4, 6), (3, 6), (2, 6), (1, 6), (0, 6), (0, 5), (0, 4)], 'purple square42': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2)]}","{'orange square77': ['right', 'right', 'right', 'up'], 'purple triangle04': ['left', 'left', 'left', 'left', 'down', 'down'], 'purple square42': ['down', 'down', 'down', 'down']}","{'orange square77': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (5, 7), (6, 7), (7, 7)], 'purple triangle04': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (1, 4), (0, 4)], 'purple square42': [(4, 0), (4, 1), (4, 2)]}","{'orange square77': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right'], 'purple triangle04': ['left', 'left', 'up', 'up', 'up', 'up', 'left', 'left'], 'purple square42': ['up', 'up']}"
61,"(4, 0)","(4, 6)",purple triangle51,"['orange', 'circle', 'triangle', 'purple']","{(5, 9): 'orange triangle59', (3, 4): 'purple circle34', (5, 1): 'purple triangle51'}",3,N,DIY,do,"{'orange triangle59': (5, 9), 'purple circle34': (3, 4), 'purple triangle51': (5, 1)}","{'orange triangle59': [(4, 6), (4, 7), (4, 8), (4, 9), (5, 9)], 'purple circle34': [(4, 6), (4, 5), (4, 4), (3, 4)], 'purple triangle51': [(4, 6), (5, 6), (5, 5), (5, 4), (5, 3), (5, 2), (5, 1)]}","{'orange triangle59': ['up', 'up', 'up', 'right'], 'purple circle34': ['down', 'down', 'left'], 'purple triangle51': ['right', 'down', 'down', 'down', 'down', 'down']}","{'orange triangle59': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (5, 9)], 'purple circle34': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (3, 4)], 'purple triangle51': [(4, 0), (4, 1), (5, 1)]}","{'orange triangle59': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'right'], 'purple circle34': ['up', 'up', 'up', 'up', 'left'], 'purple triangle51': ['up', 'right']}"
62,"(4, 0)","(4, 6)",orange circle21,"['square', 'orange', 'circle', 'green']","{(8, 7): 'orange square87', (6, 4): 'green circle64', (2, 1): 'orange circle21'}",3,N,DIY,do,"{'orange square87': (8, 7), 'green circle64': (6, 4), 'orange circle21': (2, 1)}","{'orange square87': [(4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (8, 7)], 'green circle64': [(4, 6), (5, 6), (6, 6), (6, 5), (6, 4)], 'orange circle21': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2), (4, 1), (3, 1), (2, 1)]}","{'orange square87': ['right', 'right', 'right', 'right', 'up'], 'green circle64': ['right', 'right', 'down', 'down'], 'orange circle21': ['down', 'down', 'down', 'down', 'down', 'left', 'left']}","{'orange square87': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7)], 'green circle64': [(4, 0), (5, 0), (6, 0), (6, 1), (6, 2), (6, 3), (6, 4)], 'orange circle21': [(4, 0), (4, 1), (3, 1), (2, 1)]}","{'orange square87': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right'], 'green circle64': ['right', 'right', 'up', 'up', 'up', 'up'], 'orange circle21': ['up', 'left', 'left']}"
63,"(4, 0)","(4, 6)",green square52,"['square', 'purple', 'triangle', 'green']","{(2, 8): 'green triangle28', (8, 5): 'purple square85', (5, 2): 'green square52'}",3,N,DIY,do,"{'green triangle28': (2, 8), 'purple square85': (8, 5), 'green square52': (5, 2)}","{'green triangle28': [(4, 6), (4, 7), (4, 8), (3, 8), (2, 8)], 'purple square85': [(4, 6), (4, 5), (5, 5), (6, 5), (7, 5), (8, 5)], 'green square52': [(4, 6), (5, 6), (5, 5), (5, 4), (5, 3), (5, 2)]}","{'green triangle28': ['up', 'up', 'left', 'left'], 'purple square85': ['down', 'right', 'right', 'right', 'right'], 'green square52': ['right', 'down', 'down', 'down', 'down']}","{'green triangle28': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (3, 8), (2, 8)], 'purple square85': [(4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (8, 1), (8, 2), (8, 3), (8, 4), (8, 5)], 'green square52': [(4, 0), (4, 1), (4, 2), (5, 2)]}","{'green triangle28': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'left', 'left'], 'purple square85': ['right', 'right', 'right', 'right', 'up', 'up', 'up', 'up', 'up'], 'green square52': ['up', 'up', 'right']}"
64,"(4, 0)","(4, 6)",orange circle31,"['square', 'orange', 'circle', 'green']","{(5, 4): 'green circle54', (1, 5): 'orange square15', (3, 1): 'orange circle31'}",3,N,DIY,do,"{'green circle54': (5, 4), 'orange square15': (1, 5), 'orange circle31': (3, 1)}","{'green circle54': [(4, 6), (4, 5), (4, 4), (5, 4)], 'orange square15': [(4, 6), (3, 6), (2, 6), (1, 6), (1, 5)], 'orange circle31': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2), (4, 1), (3, 1)]}","{'green circle54': ['down', 'down', 'right'], 'orange square15': ['left', 'left', 'left', 'down'], 'orange circle31': ['down', 'down', 'down', 'down', 'down', 'left']}","{'green circle54': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (5, 4)], 'orange square15': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (1, 5)], 'orange circle31': [(4, 0), (3, 0), (3, 1)]}","{'green circle54': ['up', 'up', 'up', 'up', 'right'], 'orange square15': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'left'], 'orange circle31': ['left', 'up']}"
65,"(4, 0)","(4, 6)",orange square21,"['square', 'orange', 'triangle', 'green']","{(8, 4): 'green square84', (0, 5): 'orange triangle05', (2, 1): 'orange square21'}",3,N,DIY,do,"{'green square84': (8, 4), 'orange triangle05': (0, 5), 'orange square21': (2, 1)}","{'green square84': [(4, 6), (4, 5), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4)], 'orange triangle05': [(4, 6), (4, 5), (3, 5), (2, 5), (1, 5), (0, 5)], 'orange square21': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2), (4, 1), (3, 1), (2, 1)]}","{'green square84': ['down', 'down', 'right', 'right', 'right', 'right'], 'orange triangle05': ['down', 'left', 'left', 'left', 'left'], 'orange square21': ['down', 'down', 'down', 'down', 'down', 'left', 'left']}","{'green square84': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4)], 'orange triangle05': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (1, 5), (0, 5)], 'orange square21': [(4, 0), (3, 0), (2, 0), (2, 1)]}","{'green square84': ['up', 'up', 'up', 'up', 'right', 'right', 'right', 'right'], 'orange triangle05': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'left', 'left'], 'orange square21': ['left', 'left', 'up']}"
66,"(4, 0)","(4, 6)",green circle12,"['square', 'circle', 'purple', 'green']","{(6, 9): 'green square69', (5, 4): 'purple circle54', (1, 2): 'green circle12'}",3,N,DIY,do,"{'green square69': (6, 9), 'purple circle54': (5, 4), 'green circle12': (1, 2)}","{'green square69': [(4, 6), (4, 7), (4, 8), (4, 9), (5, 9), (6, 9)], 'purple circle54': [(4, 6), (4, 5), (4, 4), (5, 4)], 'green circle12': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2), (3, 2), (2, 2), (1, 2)]}","{'green square69': ['up', 'up', 'up', 'right', 'right'], 'purple circle54': ['down', 'down', 'right'], 'green circle12': ['down', 'down', 'down', 'down', 'left', 'left', 'left']}","{'green square69': [(4, 0), (5, 0), (6, 0), (6, 1), (6, 2), (6, 3), (6, 4), (6, 5), (6, 6), (6, 7), (6, 8), (6, 9)], 'purple circle54': [(4, 0), (5, 0), (5, 1), (5, 2), (5, 3), (5, 4)], 'green circle12': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (1, 2)]}","{'green square69': ['right', 'right', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'purple circle54': ['right', 'up', 'up', 'up', 'up'], 'green circle12': ['up', 'up', 'left', 'left', 'left']}"
67,"(4, 0)","(4, 6)",green square42,"['square', 'circle', 'purple', 'green']","{(8, 5): 'green square85', (4, 2): 'green square42', (0, 9): 'purple circle09'}",3,N,DIY,do,"{'green square85': (8, 5), 'green square42': (4, 2), 'purple circle09': (0, 9)}","{'green square85': [(4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (8, 5)], 'green square42': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2)], 'purple circle09': [(4, 6), (4, 7), (4, 8), (4, 9), (3, 9), (2, 9), (1, 9), (0, 9)]}","{'green square85': ['right', 'right', 'right', 'right', 'down'], 'green square42': ['down', 'down', 'down', 'down'], 'purple circle09': ['up', 'up', 'up', 'left', 'left', 'left', 'left']}","{'green square85': [(4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (8, 1), (8, 2), (8, 3), (8, 4), (8, 5)], 'green square42': [(4, 0), (4, 1), (4, 2)], 'purple circle09': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (3, 9), (2, 9), (1, 9), (0, 9)]}","{'green square85': ['right', 'right', 'right', 'right', 'up', 'up', 'up', 'up', 'up'], 'green square42': ['up', 'up'], 'purple circle09': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'left']}"
68,"(4, 0)","(4, 6)",orange triangle42,"['square', 'orange', 'triangle', 'purple']","{(7, 8): 'orange triangle78', (4, 2): 'orange triangle42', (2, 9): 'purple square29'}",3,N,DIY,do,"{'orange triangle78': (7, 8), 'orange triangle42': (4, 2), 'purple square29': (2, 9)}","{'orange triangle78': [(4, 6), (5, 6), (6, 6), (7, 6), (7, 7), (7, 8)], 'orange triangle42': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2)], 'purple square29': [(4, 6), (4, 7), (4, 8), (4, 9), (3, 9), (2, 9)]}","{'orange triangle78': ['right', 'right', 'right', 'up', 'up'], 'orange triangle42': ['down', 'down', 'down', 'down'], 'purple square29': ['up', 'up', 'up', 'left', 'left']}","{'orange triangle78': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (5, 8), (6, 8), (7, 8)], 'orange triangle42': [(4, 0), (4, 1), (4, 2)], 'purple square29': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (3, 9), (2, 9)]}","{'orange triangle78': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right'], 'orange triangle42': ['up', 'up'], 'purple square29': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'left', 'left']}"
69,"(4, 0)","(4, 6)",green square42,"['square', 'orange', 'triangle', 'green']","{(6, 9): 'green square69', (4, 2): 'green square42', (1, 8): 'orange triangle18'}",3,N,DIY,do,"{'green square69': (6, 9), 'green square42': (4, 2), 'orange triangle18': (1, 8)}","{'green square69': [(4, 6), (4, 7), (4, 8), (4, 9), (5, 9), (6, 9)], 'green square42': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2)], 'orange triangle18': [(4, 6), (4, 7), (4, 8), (3, 8), (2, 8), (1, 8)]}","{'green square69': ['up', 'up', 'up', 'right', 'right'], 'green square42': ['down', 'down', 'down', 'down'], 'orange triangle18': ['up', 'up', 'left', 'left', 'left']}","{'green square69': [(4, 0), (5, 0), (6, 0), (6, 1), (6, 2), (6, 3), (6, 4), (6, 5), (6, 6), (6, 7), (6, 8), (6, 9)], 'green square42': [(4, 0), (4, 1), (4, 2)], 'orange triangle18': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (3, 8), (2, 8), (1, 8)]}","{'green square69': ['right', 'right', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'green square42': ['up', 'up'], 'orange triangle18': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'left', 'left', 'left']}"
70,"(4, 0)","(4, 6)",purple triangle42,"['square', 'orange', 'triangle', 'purple']","{(2, 9): 'purple triangle29', (4, 2): 'purple triangle42', (8, 9): 'orange square89'}",3,N,DIY,do,"{'purple triangle29': (2, 9), 'purple triangle42': (4, 2), 'orange square89': (8, 9)}","{'purple triangle29': [(4, 6), (4, 7), (4, 8), (4, 9), (3, 9), (2, 9)], 'purple triangle42': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2)], 'orange square89': [(4, 6), (4, 7), (4, 8), (4, 9), (5, 9), (6, 9), (7, 9), (8, 9)]}","{'purple triangle29': ['up', 'up', 'up', 'left', 'left'], 'purple triangle42': ['down', 'down', 'down', 'down'], 'orange square89': ['up', 'up', 'up', 'right', 'right', 'right', 'right']}","{'purple triangle29': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9)], 'purple triangle42': [(4, 0), (4, 1), (4, 2)], 'orange square89': [(4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (8, 1), (8, 2), (8, 3), (8, 4), (8, 5), (8, 6), (8, 7), (8, 8), (8, 9)]}","{'purple triangle29': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'purple triangle42': ['up', 'up'], 'orange square89': ['right', 'right', 'right', 'right', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up']}"
71,"(4, 0)","(4, 6)",green triangle42,"['square', 'orange', 'triangle', 'green']","{(1, 9): 'green triangle19', (4, 2): 'green triangle42', (8, 8): 'orange square88'}",3,N,DIY,do,"{'green triangle19': (1, 9), 'green triangle42': (4, 2), 'orange square88': (8, 8)}","{'green triangle19': [(4, 6), (4, 7), (4, 8), (4, 9), (3, 9), (2, 9), (1, 9)], 'green triangle42': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2)], 'orange square88': [(4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (8, 7), (8, 8)]}","{'green triangle19': ['up', 'up', 'up', 'left', 'left', 'left'], 'green triangle42': ['down', 'down', 'down', 'down'], 'orange square88': ['right', 'right', 'right', 'right', 'up', 'up']}","{'green triangle19': [(4, 0), (3, 0), (2, 0), (1, 0), (1, 1), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9)], 'green triangle42': [(4, 0), (4, 1), (4, 2)], 'orange square88': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (5, 8), (6, 8), (7, 8), (8, 8)]}","{'green triangle19': ['left', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'green triangle42': ['up', 'up'], 'orange square88': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right']}"
72,"(4, 0)","(4, 6)",purple square42,"['square', 'orange', 'circle', 'purple']","{(0, 4): 'purple square04', (4, 2): 'purple square42', (8, 4): 'orange circle84'}",3,N,DIY,do,"{'purple square04': (0, 4), 'purple square42': (4, 2), 'orange circle84': (8, 4)}","{'purple square04': [(4, 6), (3, 6), (2, 6), (1, 6), (0, 6), (0, 5), (0, 4)], 'purple square42': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2)], 'orange circle84': [(4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (8, 5), (8, 4)]}","{'purple square04': ['left', 'left', 'left', 'left', 'down', 'down'], 'purple square42': ['down', 'down', 'down', 'down'], 'orange circle84': ['right', 'right', 'right', 'right', 'down', 'down']}","{'purple square04': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (1, 4), (0, 4)], 'purple square42': [(4, 0), (4, 1), (4, 2)], 'orange circle84': [(4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (8, 1), (8, 2), (8, 3), (8, 4)]}","{'purple square04': ['left', 'left', 'up', 'up', 'up', 'up', 'left', 'left'], 'purple square42': ['up', 'up'], 'orange circle84': ['right', 'right', 'right', 'right', 'up', 'up', 'up', 'up']}"
73,"(4, 0)","(4, 6)",orange triangle51,"['orange', 'circle', 'triangle', 'purple']","{(0, 8): 'purple triangle08', (5, 1): 'orange triangle51', (8, 5): 'orange circle85'}",3,N,DIY,do,"{'purple triangle08': (0, 8), 'orange triangle51': (5, 1), 'orange circle85': (8, 5)}","{'purple triangle08': [(4, 6), (4, 7), (4, 8), (3, 8), (2, 8), (1, 8), (0, 8)], 'orange triangle51': [(4, 6), (5, 6), (5, 5), (5, 4), (5, 3), (5, 2), (5, 1)], 'orange circle85': [(4, 6), (4, 5), (5, 5), (6, 5), (7, 5), (8, 5)]}","{'purple triangle08': ['up', 'up', 'left', 'left', 'left', 'left'], 'orange triangle51': ['right', 'down', 'down', 'down', 'down', 'down'], 'orange circle85': ['down', 'right', 'right', 'right', 'right']}","{'purple triangle08': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (3, 8), (2, 8), (1, 8), (0, 8)], 'orange triangle51': [(4, 0), (5, 0), (5, 1)], 'orange circle85': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (5, 5), (6, 5), (7, 5), (8, 5)]}","{'purple triangle08': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'left'], 'orange triangle51': ['right', 'up'], 'orange circle85': ['up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right']}"
74,"(4, 0)","(4, 6)",purple square32,"['square', 'orange', 'circle', 'purple']","{(8, 7): 'purple circle87', (3, 2): 'purple square32', (2, 9): 'orange square29'}",3,N,DIY,do,"{'purple circle87': (8, 7), 'purple square32': (3, 2), 'orange square29': (2, 9)}","{'purple circle87': [(4, 6), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7)], 'purple square32': [(4, 6), (3, 6), (3, 5), (3, 4), (3, 3), (3, 2)], 'orange square29': [(4, 6), (3, 6), (2, 6), (2, 7), (2, 8), (2, 9)]}","{'purple circle87': ['up', 'right', 'right', 'right', 'right'], 'purple square32': ['left', 'down', 'down', 'down', 'down'], 'orange square29': ['left', 'left', 'up', 'up', 'up']}","{'purple circle87': [(4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (8, 1), (8, 2), (8, 3), (8, 4), (8, 5), (8, 6), (8, 7)], 'purple square32': [(4, 0), (4, 1), (4, 2), (3, 2)], 'orange square29': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (3, 9), (2, 9)]}","{'purple circle87': ['right', 'right', 'right', 'right', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'purple square32': ['up', 'up', 'left'], 'orange square29': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'left', 'left']}"
75,"(4, 0)","(4, 6)",purple triangle32,"['square', 'orange', 'triangle', 'purple']","{(0, 7): 'purple square07', (3, 2): 'purple triangle32', (8, 7): 'orange triangle87'}",3,N,DIY,do,"{'purple square07': (0, 7), 'purple triangle32': (3, 2), 'orange triangle87': (8, 7)}","{'purple square07': [(4, 6), (4, 7), (3, 7), (2, 7), (1, 7), (0, 7)], 'purple triangle32': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2), (3, 2)], 'orange triangle87': [(4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (8, 7)]}","{'purple square07': ['up', 'left', 'left', 'left', 'left'], 'purple triangle32': ['down', 'down', 'down', 'down', 'left'], 'orange triangle87': ['right', 'right', 'right', 'right', 'up']}","{'purple square07': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (3, 7), (2, 7), (1, 7), (0, 7)], 'purple triangle32': [(4, 0), (3, 0), (3, 1), (3, 2)], 'orange triangle87': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7)]}","{'purple square07': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'left'], 'purple triangle32': ['left', 'up', 'up'], 'orange triangle87': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right']}"
76,"(4, 0)","(4, 6)",purple circle42,"['orange', 'circle', 'triangle', 'purple']","{(2, 4): 'purple triangle24', (4, 2): 'purple circle42', (8, 4): 'orange circle84'}",3,N,DIY,do,"{'purple triangle24': (2, 4), 'purple circle42': (4, 2), 'orange circle84': (8, 4)}","{'purple triangle24': [(4, 6), (3, 6), (2, 6), (2, 5), (2, 4)], 'purple circle42': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2)], 'orange circle84': [(4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (8, 5), (8, 4)]}","{'purple triangle24': ['left', 'left', 'down', 'down'], 'purple circle42': ['down', 'down', 'down', 'down'], 'orange circle84': ['right', 'right', 'right', 'right', 'down', 'down']}","{'purple triangle24': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (3, 4), (2, 4)], 'purple circle42': [(4, 0), (4, 1), (4, 2)], 'orange circle84': [(4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (8, 1), (8, 2), (8, 3), (8, 4)]}","{'purple triangle24': ['up', 'up', 'up', 'up', 'left', 'left'], 'purple circle42': ['up', 'up'], 'orange circle84': ['right', 'right', 'right', 'right', 'up', 'up', 'up', 'up']}"
77,"(4, 0)","(4, 6)",purple circle21,"['square', 'circle', 'purple', 'green']","{(0, 9): 'green circle09', (2, 1): 'purple circle21', (8, 7): 'purple square87'}",3,N,DIY,do,"{'green circle09': (0, 9), 'purple circle21': (2, 1), 'purple square87': (8, 7)}","{'green circle09': [(4, 6), (4, 7), (4, 8), (4, 9), (3, 9), (2, 9), (1, 9), (0, 9)], 'purple circle21': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2), (4, 1), (3, 1), (2, 1)], 'purple square87': [(4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (8, 7)]}","{'green circle09': ['up', 'up', 'up', 'left', 'left', 'left', 'left'], 'purple circle21': ['down', 'down', 'down', 'down', 'down', 'left', 'left'], 'purple square87': ['right', 'right', 'right', 'right', 'up']}","{'green circle09': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (3, 9), (2, 9), (1, 9), (0, 9)], 'purple circle21': [(4, 0), (4, 1), (3, 1), (2, 1)], 'purple square87': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7)]}","{'green circle09': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'left'], 'purple circle21': ['up', 'left', 'left'], 'purple square87': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right']}"
78,"(4, 0)","(4, 6)",green square42,"['square', 'circle', 'purple', 'green']","{(0, 6): 'green circle06', (4, 2): 'green square42', (7, 7): 'purple square77'}",3,N,DIY,do,"{'green circle06': (0, 6), 'green square42': (4, 2), 'purple square77': (7, 7)}","{'green circle06': [(4, 6), (3, 6), (2, 6), (1, 6), (0, 6)], 'green square42': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2)], 'purple square77': [(4, 6), (5, 6), (6, 6), (7, 6), (7, 7)]}","{'green circle06': ['left', 'left', 'left', 'left'], 'green square42': ['down', 'down', 'down', 'down'], 'purple square77': ['right', 'right', 'right', 'up']}","{'green circle06': [(4, 0), (3, 0), (2, 0), (1, 0), (0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6)], 'green square42': [(4, 0), (4, 1), (4, 2)], 'purple square77': [(4, 0), (5, 0), (6, 0), (7, 0), (7, 1), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (7, 7)]}","{'green circle06': ['left', 'left', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up'], 'green square42': ['up', 'up'], 'purple square77': ['right', 'right', 'right', 'up', 'up', 'up', 'up', 'up', 'up', 'up']}"
79,"(4, 0)","(4, 6)",purple square42,"['square', 'orange', 'triangle', 'purple']","{(2, 8): 'purple triangle28', (4, 2): 'purple square42', (6, 9): 'orange square69'}",3,N,DIY,do,"{'purple triangle28': (2, 8), 'purple square42': (4, 2), 'orange square69': (6, 9)}","{'purple triangle28': [(4, 6), (4, 7), (4, 8), (3, 8), (2, 8)], 'purple square42': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2)], 'orange square69': [(4, 6), (4, 7), (4, 8), (4, 9), (5, 9), (6, 9)]}","{'purple triangle28': ['up', 'up', 'left', 'left'], 'purple square42': ['down', 'down', 'down', 'down'], 'orange square69': ['up', 'up', 'up', 'right', 'right']}","{'purple triangle28': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8)], 'purple square42': [(4, 0), (4, 1), (4, 2)], 'orange square69': [(4, 0), (5, 0), (6, 0), (6, 1), (6, 2), (6, 3), (6, 4), (6, 5), (6, 6), (6, 7), (6, 8), (6, 9)]}","{'purple triangle28': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'purple square42': ['up', 'up'], 'orange square69': ['right', 'right', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up']}"
