,signalerLocation,receiverLocation,intention,signalSpace,targetDictionary,nTargets,barrier,abstractSetup,receiverIntentionDict,revTargetDict,barrierDict,recTraj,recActSeq,sigTraj,sigActSeq,predSignalNoActionUtility
12,"(4, 0)","(4, 7)",red square,"['square', 'circle', 'triangle', 'red', 'green', 'purple']","{(8, 1): 'purple circle', (1, 6): 'red square', (2, 8): 'green square', (0, 6): 'green triangle', (4, 3): 'red triangle'}",5,R,"{'receiver': ['A1', 'A2', 'B2'], 'signaler': ['C3'], 'flipped': ['B1']}","{'square': 'green square', 'circle': 'purple circle', 'triangle': 'green triangle', 'red': 'red square', 'green': 'green square', 'purple': 'purple circle'}","{'purple circle': (8, 1), 'red square': (1, 6), 'green square': (2, 8), 'green triangle': (0, 6), 'red triangle': (4, 3)}","{'up': '(3, 5), (4, 5), (5, 5), (6, 5), (7, 5), (8, 5)', 'down': '(3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6)', 'left': '', 'right': ''}","{'purple circle': [(4, 7), (4, 6), (3, 6), (2, 6), (2, 5), (2, 4), (2, 3), (2, 2), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1)], 'red square': [(4, 7), (4, 6), (3, 6), (2, 6), (1, 6)], 'green square': [(4, 7), (3, 7), (2, 7), (2, 8)], 'green triangle': [(4, 7), (4, 6), (3, 6), (2, 6), (1, 6), (0, 6)], 'red triangle': [(4, 7), (4, 6), (3, 6), (2, 6), (2, 5), (2, 4), (2, 3), (3, 3), (4, 3)]}","{'purple circle': ['down', 'left', 'left', 'down', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'right', 'right', 'right'], 'red square': ['down', 'left', 'left', 'left'], 'green square': ['left', 'left', 'up'], 'green triangle': ['down', 'left', 'left', 'left', 'left'], 'red triangle': ['down', 'left', 'left', 'down', 'down', 'down', 'right', 'right']}","{'purple circle': [(4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (8, 1)], 'red square': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (1, 5), (1, 6)], 'green square': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (2, 6), (2, 7), (2, 8)], 'green triangle': [(4, 0), (3, 0), (2, 0), (1, 0), (0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6)], 'red triangle': [(4, 0), (4, 1), (4, 2), (4, 3)]}","{'purple circle': ['right', 'right', 'right', 'right', 'up'], 'red square': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'up'], 'green square': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'up', 'up', 'up'], 'green triangle': ['left', 'left', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up'], 'red triangle': ['up', 'up', 'up']}",red
13,"(4, 0)","(4, 7)",red square,"['square', 'circle', 'triangle', 'red', 'green', 'purple']","{(8, 1): 'purple circle', (1, 6): 'red square', (2, 8): 'green square', (0, 6): 'green triangle', (4, 3): 'red triangle'}",5,S,"{'receiver': ['A1', 'A2', 'B2'], 'signaler': ['C3'], 'flipped': ['B1']}","{'square': 'green square', 'circle': 'purple circle', 'triangle': 'green triangle', 'red': 'red triangle', 'green': 'green triangle', 'purple': 'purple circle'}","{'purple circle': (8, 1), 'red square': (1, 6), 'green square': (2, 8), 'green triangle': (0, 6), 'red triangle': (4, 3)}","{'up': '(3, 2), (4, 2), (5, 2), (6, 2), (7, 2), (8, 2)', 'down': '(3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3)', 'left': '', 'right': ''}","{'purple circle': [(4, 7), (4, 6), (4, 5), (4, 4), (4, 3), (3, 3), (2, 3), (2, 2), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1)], 'red square': [(4, 7), (3, 7), (2, 7), (1, 7), (1, 6)], 'green square': [(4, 7), (3, 7), (2, 7), (2, 8)], 'green triangle': [(4, 7), (3, 7), (2, 7), (1, 7), (0, 7), (0, 6)], 'red triangle': [(4, 7), (4, 6), (4, 5), (4, 4), (4, 3)]}","{'purple circle': ['down', 'down', 'down', 'down', 'left', 'left', 'down', 'down', 'right', 'right', 'right', 'right', 'right', 'right'], 'red square': ['left', 'left', 'left', 'down'], 'green square': ['left', 'left', 'up'], 'green triangle': ['left', 'left', 'left', 'left', 'down'], 'red triangle': ['down', 'down', 'down', 'down']}","{'purple circle': [(4, 0), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1)], 'red square': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6)], 'green square': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8)], 'green triangle': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (1, 6), (0, 6)], 'red triangle': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (3, 3), (4, 3)]}","{'purple circle': ['up', 'right', 'right', 'right', 'right'], 'red square': ['up', 'up', 'left', 'left', 'left', 'up', 'up', 'up', 'up'], 'green square': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'green triangle': ['up', 'up', 'left', 'left', 'up', 'up', 'up', 'up', 'left', 'left'], 'red triangle': ['up', 'up', 'left', 'left', 'up', 'right', 'right']}",square
14,"(4, 0)","(4, 7)",purple triangle,"['purple', 'red', 'green', 'triangle', 'square', 'circle']","{(7, 0): 'red circle', (4, 6): 'purple triangle', (1, 9): 'purple square', (8, 7): 'green square', (4, 3): 'green triangle'}",5,R,"{'receiver': ['A1', 'A2', 'B2'], 'signaler': ['C3'], 'flipped': ['B1']}","{'purple': 'purple square', 'red': 'red circle', 'green': 'green square', 'triangle': 'purple triangle', 'square': 'purple square', 'circle': 'red circle'}","{'red circle': (7, 0), 'purple triangle': (4, 6), 'purple square': (1, 9), 'green square': (8, 7), 'green triangle': (4, 3)}","{'up': '(3, 5), (4, 5), (5, 5), (6, 5), (7, 5), (8, 5)', 'down': '(3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6)', 'left': '', 'right': ''}","{'red circle': [(4, 7), (4, 6), (3, 6), (2, 6), (2, 5), (3, 5), (4, 5), (5, 5), (6, 5), (7, 5), (7, 4), (7, 3), (7, 2), (7, 1), (7, 0)], 'purple triangle': [(4, 7), (4, 6)], 'purple square': [(4, 7), (3, 7), (2, 7), (1, 7), (1, 8), (1, 9)], 'green square': [(4, 7), (5, 7), (6, 7), (7, 7), (8, 7)], 'green triangle': [(4, 7), (4, 6), (3, 6), (2, 6), (2, 5), (2, 4), (2, 3), (3, 3), (4, 3)]}","{'red circle': ['down', 'left', 'left', 'down', 'right', 'right', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'down'], 'purple triangle': ['down'], 'purple square': ['left', 'left', 'left', 'up', 'up'], 'green square': ['right', 'right', 'right', 'right'], 'green triangle': ['down', 'left', 'left', 'down', 'down', 'down', 'right', 'right']}","{'red circle': [(4, 0), (5, 0), (6, 0), (7, 0)], 'purple triangle': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6)], 'purple square': [(4, 0), (3, 0), (2, 0), (1, 0), (1, 1), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9)], 'green square': [(4, 0), (3, 0), (3, 1), (3, 2), (3, 3), (3, 4), (3, 5), (2, 5), (2, 6), (2, 7), (3, 7), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7)], 'green triangle': [(4, 0), (4, 1), (4, 2), (4, 3)]}","{'red circle': ['right', 'right', 'right'], 'purple triangle': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right'], 'purple square': ['left', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'green square': ['left', 'up', 'up', 'up', 'up', 'up', 'left', 'up', 'up', 'right', 'right', 'right', 'right', 'right', 'right'], 'green triangle': ['up', 'up', 'up']}",triangle
15,"(4, 0)","(4, 7)",purple triangle,"['purple', 'red', 'green', 'triangle', 'square', 'circle']","{(7, 0): 'red circle', (4, 6): 'purple triangle', (1, 9): 'purple square', (8, 7): 'green square', (4, 3): 'green triangle'}",5,S,"{'receiver': ['A1', 'A2', 'B2'], 'signaler': ['C3'], 'flipped': ['B1']}","{'purple': 'purple square', 'red': 'red circle', 'green': 'green square', 'triangle': 'green triangle', 'square': 'green square', 'circle': 'red circle'}","{'red circle': (7, 0), 'purple triangle': (4, 6), 'purple square': (1, 9), 'green square': (8, 7), 'green triangle': (4, 3)}","{'up': '(3, 2), (4, 2), (5, 2), (6, 2), (7, 2), (8, 2)', 'down': '(3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3)', 'left': '', 'right': ''}","{'red circle': [(4, 7), (3, 7), (2, 7), (2, 6), (2, 5), (2, 4), (2, 3), (2, 2), (3, 2), (4, 2), (5, 2), (6, 2), (7, 2), (7, 1), (7, 0)], 'purple triangle': [(4, 7), (4, 6)], 'purple square': [(4, 7), (4, 8), (4, 9), (3, 9), (2, 9), (1, 9)], 'green square': [(4, 7), (5, 7), (6, 7), (7, 7), (8, 7)], 'green triangle': [(4, 7), (4, 6), (4, 5), (4, 4), (4, 3)]}","{'red circle': ['left', 'left', 'down', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'right', 'right', 'down', 'down'], 'purple triangle': ['down'], 'purple square': ['up', 'up', 'left', 'left', 'left'], 'green square': ['right', 'right', 'right', 'right'], 'green triangle': ['down', 'down', 'down', 'down']}","{'red circle': [(4, 0), (5, 0), (6, 0), (7, 0)], 'purple triangle': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6)], 'purple square': [(4, 0), (3, 0), (2, 0), (1, 0), (1, 1), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9)], 'green square': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (3, 7), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7)], 'green triangle': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (3, 3), (4, 3)]}","{'red circle': ['right', 'right', 'right'], 'purple triangle': ['up', 'up', 'left', 'left', 'up', 'up', 'up', 'up', 'right', 'right'], 'purple square': ['left', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'green square': ['up', 'up', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right', 'right', 'right'], 'green triangle': ['up', 'up', 'left', 'left', 'up', 'right', 'right']}",purple
16,"(4, 0)","(4, 7)",green circle,"['circle', 'square', 'triangle', 'green', 'red', 'purple']","{(1, 1): 'purple square', (1, 6): 'green circle', (2, 6): 'red circle', (0, 7): 'red triangle', (7, 3): 'green triangle'}",5,R,"{'receiver': ['A1', 'A2', 'B2'], 'signaler': ['C3'], 'flipped': ['B1']}","{'circle': 'red circle', 'square': 'purple square', 'triangle': 'red triangle', 'green': 'green circle', 'red': 'red circle', 'purple': 'purple square'}","{'purple square': (1, 1), 'green circle': (1, 6), 'red circle': (2, 6), 'red triangle': (0, 7), 'green triangle': (7, 3)}","{'up': '(3, 5), (4, 5), (5, 5), (6, 5), (7, 5), (8, 5)', 'down': '(3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6)', 'left': '', 'right': ''}","{'purple square': [(4, 7), (3, 7), (2, 7), (1, 7), (1, 6), (1, 5), (1, 4), (1, 3), (1, 2), (1, 1)], 'green circle': [(4, 7), (4, 6), (3, 6), (2, 6), (1, 6)], 'red circle': [(4, 7), (3, 7), (2, 7), (2, 6)], 'red triangle': [(4, 7), (3, 7), (2, 7), (1, 7), (0, 7)], 'green triangle': [(4, 7), (3, 7), (2, 7), (2, 6), (2, 5), (2, 4), (2, 3), (3, 3), (4, 3), (5, 3), (6, 3), (7, 3)]}","{'purple square': ['left', 'left', 'left', 'down', 'down', 'down', 'down', 'down', 'down'], 'green circle': ['down', 'left', 'left', 'left'], 'red circle': ['left', 'left', 'down'], 'red triangle': ['left', 'left', 'left', 'left'], 'green triangle': ['left', 'left', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'right', 'right']}","{'purple square': [(4, 0), (3, 0), (2, 0), (1, 0), (1, 1)], 'green circle': [(4, 0), (3, 0), (3, 1), (3, 2), (3, 3), (3, 4), (3, 5), (2, 5), (1, 5), (1, 6)], 'red circle': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (2, 6)], 'red triangle': [(4, 0), (3, 0), (2, 0), (1, 0), (0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7)], 'green triangle': [(4, 0), (4, 1), (4, 2), (4, 3), (5, 3), (6, 3), (7, 3)]}","{'purple square': ['left', 'left', 'left', 'up'], 'green circle': ['left', 'up', 'up', 'up', 'up', 'up', 'left', 'left', 'up'], 'red circle': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'up'], 'red triangle': ['left', 'left', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'green triangle': ['up', 'up', 'up', 'right', 'right', 'right']}",green
17,"(4, 0)","(4, 7)",green circle,"['circle', 'square', 'triangle', 'green', 'red', 'purple']","{(1, 1): 'purple square', (1, 6): 'green circle', (2, 6): 'red circle', (0, 7): 'red triangle', (7, 3): 'green triangle'}",5,S,"{'receiver': ['A1', 'A2', 'B2'], 'signaler': ['C3'], 'flipped': ['B1']}","{'circle': 'green circle', 'square': 'purple square', 'triangle': 'green triangle', 'green': 'green triangle', 'red': 'red triangle', 'purple': 'purple square'}","{'purple square': (1, 1), 'green circle': (1, 6), 'red circle': (2, 6), 'red triangle': (0, 7), 'green triangle': (7, 3)}","{'up': '(3, 2), (4, 2), (5, 2), (6, 2), (7, 2), (8, 2)', 'down': '(3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3)', 'left': '', 'right': ''}","{'purple square': [(4, 7), (3, 7), (2, 7), (1, 7), (1, 6), (1, 5), (1, 4), (1, 3), (1, 2), (1, 1)], 'green circle': [(4, 7), (4, 6), (3, 6), (2, 6), (1, 6)], 'red circle': [(4, 7), (3, 7), (2, 7), (2, 6)], 'red triangle': [(4, 7), (3, 7), (2, 7), (1, 7), (0, 7)], 'green triangle': [(4, 7), (5, 7), (6, 7), (7, 7), (7, 6), (7, 5), (7, 4), (7, 3)]}","{'purple square': ['left', 'left', 'left', 'down', 'down', 'down', 'down', 'down', 'down'], 'green circle': ['down', 'left', 'left', 'left'], 'red circle': ['left', 'left', 'down'], 'red triangle': ['left', 'left', 'left', 'left'], 'green triangle': ['right', 'right', 'right', 'down', 'down', 'down', 'down']}","{'purple square': [(4, 0), (4, 1), (3, 1), (2, 1), (1, 1)], 'green circle': [(4, 0), (3, 0), (3, 1), (3, 2), (2, 2), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6)], 'red circle': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6)], 'red triangle': [(4, 0), (3, 0), (2, 0), (1, 0), (0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7)], 'green triangle': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (3, 3), (4, 3), (5, 3), (6, 3), (7, 3)]}","{'purple square': ['up', 'left', 'left', 'left'], 'green circle': ['left', 'up', 'up', 'left', 'left', 'up', 'up', 'up', 'up'], 'red circle': ['up', 'up', 'left', 'left', 'up', 'up', 'up', 'up'], 'red triangle': ['left', 'left', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'green triangle': ['up', 'up', 'left', 'left', 'up', 'right', 'right', 'right', 'right', 'right']}",green
18,"(4, 0)","(4, 7)",green circle,"['circle', 'square', 'triangle', 'green', 'red', 'purple']","{(2, 1): 'purple square', (6, 7): 'green circle', (2, 8): 'red circle', (8, 6): 'red triangle', (5, 3): 'green triangle'}",5,R,"{'receiver': ['A1', 'A2', 'B2'], 'signaler': ['C3'], 'flipped': ['B1']}","{'circle': 'red circle', 'square': 'purple square', 'triangle': 'red triangle', 'green': 'green circle', 'red': 'red circle', 'purple': 'purple square'}","{'purple square': (2, 1), 'green circle': (6, 7), 'red circle': (2, 8), 'red triangle': (8, 6), 'green triangle': (5, 3)}","{'up': '(3, 5), (4, 5), (5, 5), (6, 5), (7, 5), (8, 5)', 'down': '(3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6)', 'left': '', 'right': ''}","{'purple square': [(4, 7), (3, 7), (2, 7), (2, 6), (2, 5), (2, 4), (2, 3), (2, 2), (2, 1)], 'green circle': [(4, 7), (5, 7), (6, 7)], 'red circle': [(4, 7), (3, 7), (2, 7), (2, 8)], 'red triangle': [(4, 7), (5, 7), (6, 7), (7, 7), (8, 7), (8, 6)], 'green triangle': [(4, 7), (3, 7), (2, 7), (2, 6), (2, 5), (2, 4), (2, 3), (3, 3), (4, 3), (5, 3)]}","{'purple square': ['left', 'left', 'down', 'down', 'down', 'down', 'down', 'down'], 'green circle': ['right', 'right'], 'red circle': ['left', 'left', 'up'], 'red triangle': ['right', 'right', 'right', 'right', 'down'], 'green triangle': ['left', 'left', 'down', 'down', 'down', 'down', 'right', 'right', 'right']}","{'purple square': [(4, 0), (4, 1), (3, 1), (2, 1)], 'green circle': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (2, 6), (2, 7), (3, 7), (4, 7), (5, 7), (6, 7)], 'red circle': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8)], 'red triangle': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6)], 'green triangle': [(4, 0), (4, 1), (4, 2), (4, 3), (5, 3)]}","{'purple square': ['up', 'left', 'left'], 'green circle': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'up', 'up', 'right', 'right', 'right', 'right'], 'red circle': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'red triangle': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'up', 'right', 'right', 'right', 'right', 'right', 'right'], 'green triangle': ['up', 'up', 'up', 'right']}",green
19,"(4, 0)","(4, 7)",green circle,"['circle', 'square', 'triangle', 'green', 'red', 'purple']","{(2, 1): 'purple square', (6, 7): 'green circle', (2, 8): 'red circle', (8, 6): 'red triangle', (5, 3): 'green triangle'}",5,S,"{'receiver': ['A1', 'A2', 'B2'], 'signaler': ['C3'], 'flipped': ['B1']}","{'circle': 'red circle', 'square': 'purple square', 'triangle': 'red triangle', 'green': 'green triangle', 'red': 'red triangle', 'purple': 'purple square'}","{'purple square': (2, 1), 'green circle': (6, 7), 'red circle': (2, 8), 'red triangle': (8, 6), 'green triangle': (5, 3)}","{'up': '(3, 2), (4, 2), (5, 2), (6, 2), (7, 2), (8, 2)', 'down': '(3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3)', 'left': '', 'right': ''}","{'purple square': [(4, 7), (3, 7), (2, 7), (2, 6), (2, 5), (2, 4), (2, 3), (2, 2), (2, 1)], 'green circle': [(4, 7), (5, 7), (6, 7)], 'red circle': [(4, 7), (3, 7), (2, 7), (2, 8)], 'red triangle': [(4, 7), (5, 7), (6, 7), (7, 7), (8, 7), (8, 6)], 'green triangle': [(4, 7), (5, 7), (5, 6), (5, 5), (5, 4), (5, 3)]}","{'purple square': ['left', 'left', 'down', 'down', 'down', 'down', 'down', 'down'], 'green circle': ['right', 'right'], 'red circle': ['left', 'left', 'up'], 'red triangle': ['right', 'right', 'right', 'right', 'down'], 'green triangle': ['right', 'down', 'down', 'down', 'down']}","{'purple square': [(4, 0), (3, 0), (2, 0), (2, 1)], 'green circle': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (3, 7), (4, 7), (5, 7), (6, 7)], 'red circle': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8)], 'red triangle': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6)], 'green triangle': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (3, 3), (4, 3), (5, 3)]}","{'purple square': ['left', 'left', 'up'], 'green circle': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right'], 'red circle': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'red triangle': ['up', 'up', 'left', 'left', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right', 'right', 'right'], 'green triangle': ['up', 'up', 'left', 'left', 'up', 'right', 'right', 'right']}",circle
20,"(4, 0)","(4, 7)",green circle,"['green', 'red', 'purple', 'circle', 'square', 'triangle']","{(5, 2): 'red triangle', (3, 6): 'green circle', (1, 6): 'green square', (0, 6): 'purple square', (6, 3): 'purple circle'}",5,R,"{'receiver': ['A1', 'A2', 'B2'], 'signaler': ['C3'], 'flipped': ['B1']}","{'green': 'green square', 'red': 'red triangle', 'purple': 'purple square', 'circle': 'green circle', 'square': 'green square', 'triangle': 'red triangle'}","{'red triangle': (5, 2), 'green circle': (3, 6), 'green square': (1, 6), 'purple square': (0, 6), 'purple circle': (6, 3)}","{'up': '(3, 5), (4, 5), (5, 5), (6, 5), (7, 5), (8, 5)', 'down': '(3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6)', 'left': '', 'right': ''}","{'red triangle': [(4, 7), (3, 7), (2, 7), (2, 6), (2, 5), (2, 4), (2, 3), (2, 2), (3, 2), (4, 2), (5, 2)], 'green circle': [(4, 7), (4, 6), (3, 6)], 'green square': [(4, 7), (3, 7), (2, 7), (1, 7), (1, 6)], 'purple square': [(4, 7), (4, 6), (3, 6), (2, 6), (1, 6), (0, 6)], 'purple circle': [(4, 7), (3, 7), (2, 7), (2, 6), (2, 5), (2, 4), (2, 3), (3, 3), (4, 3), (5, 3), (6, 3)]}","{'red triangle': ['left', 'left', 'down', 'down', 'down', 'down', 'down', 'right', 'right', 'right'], 'green circle': ['down', 'left'], 'green square': ['left', 'left', 'left', 'down'], 'purple square': ['down', 'left', 'left', 'left', 'left'], 'purple circle': ['left', 'left', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'right']}","{'red triangle': [(4, 0), (5, 0), (5, 1), (5, 2)], 'green circle': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (2, 6), (3, 6)], 'green square': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (1, 5), (1, 6)], 'purple square': [(4, 0), (3, 0), (2, 0), (1, 0), (0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6)], 'purple circle': [(4, 0), (4, 1), (4, 2), (4, 3), (5, 3), (6, 3)]}","{'red triangle': ['right', 'up', 'up'], 'green circle': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'up', 'right'], 'green square': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'up'], 'purple square': ['left', 'left', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up'], 'purple circle': ['up', 'up', 'up', 'right', 'right']}",circle
21,"(4, 0)","(4, 7)",green circle,"['green', 'red', 'purple', 'circle', 'square', 'triangle']","{(5, 2): 'red triangle', (3, 6): 'green circle', (1, 6): 'green square', (0, 6): 'purple square', (6, 3): 'purple circle'}",5,S,"{'receiver': ['A1', 'A2', 'B2'], 'signaler': ['C3'], 'flipped': ['B1']}","{'green': 'green square', 'red': 'red triangle', 'purple': 'purple square', 'circle': 'purple circle', 'square': 'purple square', 'triangle': 'red triangle'}","{'red triangle': (5, 2), 'green circle': (3, 6), 'green square': (1, 6), 'purple square': (0, 6), 'purple circle': (6, 3)}","{'up': '(3, 2), (4, 2), (5, 2), (6, 2), (7, 2), (8, 2)', 'down': '(3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3)', 'left': '', 'right': ''}","{'red triangle': [(4, 7), (4, 6), (4, 5), (4, 4), (4, 3), (3, 3), (2, 3), (2, 2), (3, 2), (4, 2), (5, 2)], 'green circle': [(4, 7), (4, 6), (3, 6)], 'green square': [(4, 7), (3, 7), (2, 7), (1, 7), (1, 6)], 'purple square': [(4, 7), (4, 6), (3, 6), (2, 6), (1, 6), (0, 6)], 'purple circle': [(4, 7), (5, 7), (6, 7), (6, 6), (6, 5), (6, 4), (6, 3)]}","{'red triangle': ['down', 'down', 'down', 'down', 'left', 'left', 'down', 'right', 'right', 'right'], 'green circle': ['down', 'left'], 'green square': ['left', 'left', 'left', 'down'], 'purple square': ['down', 'left', 'left', 'left', 'left'], 'purple circle': ['right', 'right', 'down', 'down', 'down', 'down']}","{'red triangle': [(4, 0), (4, 1), (4, 2), (5, 2)], 'green circle': [(4, 0), (3, 0), (3, 1), (3, 2), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (3, 6)], 'green square': [(4, 0), (3, 0), (3, 1), (3, 2), (2, 2), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6)], 'purple square': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (1, 6), (0, 6)], 'purple circle': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (3, 3), (4, 3), (5, 3), (6, 3)]}","{'red triangle': ['up', 'up', 'right'], 'green circle': ['left', 'up', 'up', 'left', 'up', 'up', 'up', 'up', 'right'], 'green square': ['left', 'up', 'up', 'left', 'left', 'up', 'up', 'up', 'up'], 'purple square': ['up', 'up', 'left', 'left', 'up', 'up', 'up', 'up', 'left', 'left'], 'purple circle': ['up', 'up', 'left', 'left', 'up', 'right', 'right', 'right', 'right']}",circle
