,signalerLocation,receiverLocation,intention,signalSpace,targetDictionary,nTargets,barrier,abstractSetup,receiverIntentionDict,revTargetDict,barrierDict,recTraj,recActSeq,sigTraj,sigActSeq,predSignalNoActionUtility
20,"(4, 0)","(4, 7)",green circle,"['green', 'orange', 'purple', 'circle', 'square', 'triangle']","{(5, 2): 'orange triangle', (3, 6): 'green circle', (1, 6): 'green square', (0, 6): 'purple square', (6, 3): 'purple circle'}",5,R,"{'receiver': ['A1', 'A2', 'B2'], 'signaler': ['C3'], 'flipped': ['B1']}","{'green': 'green square', 'orange': 'orange triangle', 'purple': 'purple square', 'circle': 'green circle', 'square': 'green square', 'triangle': 'orange triangle'}","{'orange triangle': (5, 2), 'green circle': (3, 6), 'green square': (1, 6), 'purple square': (0, 6), 'purple circle': (6, 3)}","{'up': '(3, 5), (4, 5), (5, 5), (6, 5), (7, 5), (8, 5)', 'down': '(3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6)', 'left': '', 'right': ''}","{'orange triangle': [(4, 7), (3, 7), (2, 7), (2, 6), (2, 5), (2, 4), (2, 3), (2, 2), (3, 2), (4, 2), (5, 2)], 'green circle': [(4, 7), (4, 6), (3, 6)], 'green square': [(4, 7), (3, 7), (2, 7), (1, 7), (1, 6)], 'purple square': [(4, 7), (4, 6), (3, 6), (2, 6), (1, 6), (0, 6)], 'purple circle': [(4, 7), (3, 7), (2, 7), (2, 6), (2, 5), (2, 4), (2, 3), (3, 3), (4, 3), (5, 3), (6, 3)]}","{'orange triangle': ['left', 'left', 'down', 'down', 'down', 'down', 'down', 'right', 'right', 'right'], 'green circle': ['down', 'left'], 'green square': ['left', 'left', 'left', 'down'], 'purple square': ['down', 'left', 'left', 'left', 'left'], 'purple circle': ['left', 'left', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'right']}","{'orange triangle': [(4, 0), (5, 0), (5, 1), (5, 2)], 'green circle': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (2, 6), (3, 6)], 'green square': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (1, 5), (1, 6)], 'purple square': [(4, 0), (3, 0), (2, 0), (1, 0), (0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6)], 'purple circle': [(4, 0), (4, 1), (4, 2), (4, 3), (5, 3), (6, 3)]}","{'orange triangle': ['right', 'up', 'up'], 'green circle': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'up', 'right'], 'green square': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'up'], 'purple square': ['left', 'left', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up'], 'purple circle': ['up', 'up', 'up', 'right', 'right']}",circle
21,"(4, 0)","(4, 7)",green circle,"['green', 'orange', 'purple', 'circle', 'square', 'triangle']","{(5, 2): 'orange triangle', (3, 6): 'green circle', (1, 6): 'green square', (0, 6): 'purple square', (6, 3): 'purple circle'}",5,S,"{'receiver': ['A1', 'A2', 'B2'], 'signaler': ['C3'], 'flipped': ['B1']}","{'green': 'green square', 'orange': 'orange triangle', 'purple': 'purple square', 'circle': 'purple circle', 'square': 'purple square', 'triangle': 'orange triangle'}","{'orange triangle': (5, 2), 'green circle': (3, 6), 'green square': (1, 6), 'purple square': (0, 6), 'purple circle': (6, 3)}","{'up': '(3, 2), (4, 2), (5, 2), (6, 2), (7, 2), (8, 2)', 'down': '(3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3)', 'left': '', 'right': ''}","{'orange triangle': [(4, 7), (4, 6), (4, 5), (4, 4), (4, 3), (3, 3), (2, 3), (2, 2), (3, 2), (4, 2), (5, 2)], 'green circle': [(4, 7), (4, 6), (3, 6)], 'green square': [(4, 7), (3, 7), (2, 7), (1, 7), (1, 6)], 'purple square': [(4, 7), (4, 6), (3, 6), (2, 6), (1, 6), (0, 6)], 'purple circle': [(4, 7), (5, 7), (6, 7), (6, 6), (6, 5), (6, 4), (6, 3)]}","{'orange triangle': ['down', 'down', 'down', 'down', 'left', 'left', 'down', 'right', 'right', 'right'], 'green circle': ['down', 'left'], 'green square': ['left', 'left', 'left', 'down'], 'purple square': ['down', 'left', 'left', 'left', 'left'], 'purple circle': ['right', 'right', 'down', 'down', 'down', 'down']}","{'orange triangle': [(4, 0), (4, 1), (4, 2), (5, 2)], 'green circle': [(4, 0), (3, 0), (3, 1), (3, 2), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (3, 6)], 'green square': [(4, 0), (3, 0), (3, 1), (3, 2), (2, 2), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6)], 'purple square': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (1, 6), (0, 6)], 'purple circle': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (3, 3), (4, 3), (5, 3), (6, 3)]}","{'orange triangle': ['up', 'up', 'right'], 'green circle': ['left', 'up', 'up', 'left', 'up', 'up', 'up', 'up', 'right'], 'green square': ['left', 'up', 'up', 'left', 'left', 'up', 'up', 'up', 'up'], 'purple square': ['up', 'up', 'left', 'left', 'up', 'up', 'up', 'up', 'left', 'left'], 'purple circle': ['up', 'up', 'left', 'left', 'up', 'right', 'right', 'right', 'right']}",circle
22,"(4, 0)","(4, 7)",purple triangle,"['triangle', 'circle', 'square', 'purple', 'green', 'orange']","{(5, 2): 'orange circle', (5, 7): 'purple triangle', (5, 8): 'green triangle', (8, 7): 'green square', (4, 3): 'purple square'}",5,R,"{'receiver': ['A1', 'A2', 'B2'], 'signaler': ['C3'], 'flipped': ['B1']}","{'triangle': 'green triangle', 'circle': 'orange circle', 'square': 'green square', 'purple': 'purple triangle', 'green': 'green triangle', 'orange': 'orange circle'}","{'orange circle': (5, 2), 'purple triangle': (5, 7), 'green triangle': (5, 8), 'green square': (8, 7), 'purple square': (4, 3)}","{'up': '(3, 5), (4, 5), (5, 5), (6, 5), (7, 5), (8, 5)', 'down': '(3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6)', 'left': '', 'right': ''}","{'orange circle': [(4, 7), (3, 7), (2, 7), (2, 6), (2, 5), (2, 4), (2, 3), (2, 2), (3, 2), (4, 2), (5, 2)], 'purple triangle': [(4, 7), (5, 7)], 'green triangle': [(4, 7), (5, 7), (5, 8)], 'green square': [(4, 7), (5, 7), (6, 7), (7, 7), (8, 7)], 'purple square': [(4, 7), (3, 7), (2, 7), (2, 6), (2, 5), (2, 4), (2, 3), (3, 3), (4, 3)]}","{'orange circle': ['left', 'left', 'down', 'down', 'down', 'down', 'down', 'right', 'right', 'right'], 'purple triangle': ['right'], 'green triangle': ['right', 'up'], 'green square': ['right', 'right', 'right', 'right'], 'purple square': ['left', 'left', 'down', 'down', 'down', 'down', 'right', 'right']}","{'orange circle': [(4, 0), (4, 1), (4, 2), (5, 2)], 'purple triangle': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (2, 6), (2, 7), (3, 7), (4, 7), (5, 7)], 'green triangle': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (2, 6), (2, 7), (2, 8), (3, 8), (4, 8), (5, 8)], 'green square': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (2, 6), (2, 7), (3, 7), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7)], 'purple square': [(4, 0), (4, 1), (4, 2), (4, 3)]}","{'orange circle': ['up', 'up', 'right'], 'purple triangle': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'up', 'up', 'right', 'right', 'right'], 'green triangle': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'up', 'up', 'up', 'right', 'right', 'right'], 'green square': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'up', 'up', 'right', 'right', 'right', 'right', 'right', 'right'], 'purple square': ['up', 'up', 'up']}",purple
23,"(4, 0)","(4, 7)",purple triangle,"['triangle', 'circle', 'square', 'purple', 'green', 'orange']","{(5, 2): 'orange circle', (5, 7): 'purple triangle', (5, 8): 'green triangle', (8, 7): 'green square', (4, 3): 'purple square'}",5,S,"{'receiver': ['A1', 'A2', 'B2'], 'signaler': ['C3'], 'flipped': ['B1']}","{'triangle': 'green triangle', 'circle': 'orange circle', 'square': 'green square', 'purple': 'purple square', 'green': 'green square', 'orange': 'orange circle'}","{'orange circle': (5, 2), 'purple triangle': (5, 7), 'green triangle': (5, 8), 'green square': (8, 7), 'purple square': (4, 3)}","{'up': '(3, 2), (4, 2), (5, 2), (6, 2), (7, 2), (8, 2)', 'down': '(3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3)', 'left': '', 'right': ''}","{'orange circle': [(4, 7), (4, 6), (4, 5), (4, 4), (4, 3), (3, 3), (2, 3), (2, 2), (3, 2), (4, 2), (5, 2)], 'purple triangle': [(4, 7), (5, 7)], 'green triangle': [(4, 7), (5, 7), (5, 8)], 'green square': [(4, 7), (5, 7), (6, 7), (7, 7), (8, 7)], 'purple square': [(4, 7), (4, 6), (4, 5), (4, 4), (4, 3)]}","{'orange circle': ['down', 'down', 'down', 'down', 'left', 'left', 'down', 'right', 'right', 'right'], 'purple triangle': ['right'], 'green triangle': ['right', 'up'], 'green square': ['right', 'right', 'right', 'right'], 'purple square': ['down', 'down', 'down', 'down']}","{'orange circle': [(4, 0), (4, 1), (4, 2), (5, 2)], 'purple triangle': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (3, 7), (4, 7), (5, 7)], 'green triangle': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (3, 8), (4, 8), (5, 8)], 'green square': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (3, 7), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7)], 'purple square': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (3, 3), (4, 3)]}","{'orange circle': ['up', 'up', 'right'], 'purple triangle': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right'], 'green triangle': ['up', 'up', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right'], 'green square': ['up', 'up', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right', 'right', 'right'], 'purple square': ['up', 'up', 'left', 'left', 'up', 'right', 'right']}",triangle
24,"(4, 0)","(4, 7)",orange square,"['orange', 'green', 'purple', 'square', 'circle', 'triangle']","{(1, 5): 'orange square', (0, 9): 'orange circle', (5, 9): 'orange triangle', (0, 5): 'purple square', (5, 3): 'green square'}",5,R,"{'receiver': ['A1', 'A2', 'A3', 'B1'], 'signaler': [], 'flipped': ['C1']}","{'orange': 'orange square', 'green': 'green square', 'purple': 'purple square', 'square': 'orange square', 'circle': 'orange circle', 'triangle': 'orange triangle'}","{'orange square': (1, 5), 'orange circle': (0, 9), 'orange triangle': (5, 9), 'purple square': (0, 5), 'green square': (5, 3)}","{'up': '(3, 5), (4, 5), (5, 5), (6, 5), (7, 5), (8, 5)', 'down': '(3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6)', 'left': '', 'right': ''}","{'orange square': [(4, 7), (4, 6), (3, 6), (2, 6), (1, 6), (1, 5)], 'orange circle': [(4, 7), (3, 7), (2, 7), (1, 7), (0, 7), (0, 8), (0, 9)], 'orange triangle': [(4, 7), (4, 8), (4, 9), (5, 9)], 'purple square': [(4, 7), (3, 7), (2, 7), (1, 7), (0, 7), (0, 6), (0, 5)], 'green square': [(4, 7), (3, 7), (2, 7), (2, 6), (2, 5), (2, 4), (2, 3), (3, 3), (4, 3), (5, 3)]}","{'orange square': ['down', 'left', 'left', 'left', 'down'], 'orange circle': ['left', 'left', 'left', 'left', 'up', 'up'], 'orange triangle': ['up', 'up', 'right'], 'purple square': ['left', 'left', 'left', 'left', 'down', 'down'], 'green square': ['left', 'left', 'down', 'down', 'down', 'down', 'right', 'right', 'right']}","{'orange square': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (1, 5)], 'orange circle': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (1, 9), (0, 9)], 'orange triangle': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (3, 9), (4, 9), (5, 9)], 'purple square': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (1, 5), (0, 5)], 'green square': [(4, 0), (5, 0), (5, 1), (5, 2), (5, 3)]}","{'orange square': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'left'], 'orange circle': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'up', 'up', 'up', 'up', 'left', 'left'], 'orange triangle': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right'], 'purple square': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'left'], 'green square': ['right', 'up', 'up', 'up']}",square
25,"(4, 0)","(4, 7)",orange square,"['orange', 'green', 'purple', 'square', 'circle', 'triangle']","{(1, 5): 'orange square', (0, 9): 'orange circle', (5, 9): 'orange triangle', (0, 5): 'purple square', (5, 3): 'green square'}",5,S,"{'receiver': ['A1', 'A2', 'A3', 'B1'], 'signaler': [], 'flipped': ['C1']}","{'orange': 'orange square', 'green': 'green square', 'purple': 'purple square', 'square': 'orange square', 'circle': 'orange circle', 'triangle': 'orange triangle'}","{'orange square': (1, 5), 'orange circle': (0, 9), 'orange triangle': (5, 9), 'purple square': (0, 5), 'green square': (5, 3)}","{'up': '(3, 2), (4, 2), (5, 2), (6, 2), (7, 2), (8, 2)', 'down': '(3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3)', 'left': '', 'right': ''}","{'orange square': [(4, 7), (3, 7), (2, 7), (1, 7), (1, 6), (1, 5)], 'orange circle': [(4, 7), (4, 8), (4, 9), (3, 9), (2, 9), (1, 9), (0, 9)], 'orange triangle': [(4, 7), (4, 8), (4, 9), (5, 9)], 'purple square': [(4, 7), (3, 7), (2, 7), (1, 7), (0, 7), (0, 6), (0, 5)], 'green square': [(4, 7), (5, 7), (5, 6), (5, 5), (5, 4), (5, 3)]}","{'orange square': ['left', 'left', 'left', 'down', 'down'], 'orange circle': ['up', 'up', 'left', 'left', 'left', 'left'], 'orange triangle': ['up', 'up', 'right'], 'purple square': ['left', 'left', 'left', 'left', 'down', 'down'], 'green square': ['right', 'down', 'down', 'down', 'down']}","{'orange square': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (1, 2), (1, 3), (1, 4), (1, 5)], 'orange circle': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (1, 2), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9)], 'orange triangle': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (3, 9), (4, 9), (5, 9)], 'purple square': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (1, 5), (0, 5)], 'green square': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (3, 3), (4, 3), (5, 3)]}","{'orange square': ['up', 'up', 'left', 'left', 'left', 'up', 'up', 'up'], 'orange circle': ['up', 'up', 'left', 'left', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'orange triangle': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right'], 'purple square': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'left', 'left'], 'green square': ['left', 'left', 'up', 'up', 'up', 'right', 'right', 'right']}",orange
26,"(4, 0)","(4, 7)",green circle,"['circle', 'triangle', 'square', 'green', 'orange', 'purple']","{(1, 9): 'green circle', (4, 9): 'orange circle', (8, 6): 'purple circle', (2, 8): 'green square', (6, 4): 'green triangle'}",5,R,"{'receiver': ['A1', 'A2', 'A3', 'B1'], 'signaler': [], 'flipped': ['C1']}","{'circle': 'green circle', 'triangle': 'green triangle', 'square': 'green square', 'green': 'green circle', 'orange': 'orange circle', 'purple': 'purple circle'}","{'green circle': (1, 9), 'orange circle': (4, 9), 'purple circle': (8, 6), 'green square': (2, 8), 'green triangle': (6, 4)}","{'up': '(3, 5), (4, 5), (5, 5), (6, 5), (7, 5), (8, 5)', 'down': '(3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6)', 'left': '', 'right': ''}","{'green circle': [(4, 7), (4, 8), (4, 9), (3, 9), (2, 9), (1, 9)], 'orange circle': [(4, 7), (4, 8), (4, 9)], 'purple circle': [(4, 7), (5, 7), (6, 7), (7, 7), (8, 7), (8, 6)], 'green square': [(4, 7), (4, 8), (3, 8), (2, 8)], 'green triangle': [(4, 7), (4, 6), (3, 6), (2, 6), (2, 5), (2, 4), (3, 4), (4, 4), (5, 4), (6, 4)]}","{'green circle': ['up', 'up', 'left', 'left', 'left'], 'orange circle': ['up', 'up'], 'purple circle': ['right', 'right', 'right', 'right', 'down'], 'green square': ['up', 'left', 'left'], 'green triangle': ['down', 'left', 'left', 'down', 'down', 'right', 'right', 'right', 'right']}","{'green circle': [(4, 0), (3, 0), (2, 0), (1, 0), (1, 1), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9)], 'orange circle': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (3, 9), (4, 9)], 'purple circle': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6)], 'green square': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8)], 'green triangle': [(4, 0), (5, 0), (6, 0), (6, 1), (6, 2), (6, 3), (6, 4)]}","{'green circle': ['left', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'orange circle': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right'], 'purple circle': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right', 'right', 'right'], 'green square': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'green triangle': ['right', 'right', 'up', 'up', 'up', 'up']}",circle
27,"(4, 0)","(4, 7)",green circle,"['circle', 'triangle', 'square', 'green', 'orange', 'purple']","{(1, 9): 'green circle', (4, 9): 'orange circle', (8, 6): 'purple circle', (2, 8): 'green square', (6, 4): 'green triangle'}",5,S,"{'receiver': ['A1', 'A2', 'A3', 'B1'], 'signaler': [], 'flipped': ['C1']}","{'circle': 'green circle', 'triangle': 'green triangle', 'square': 'green square', 'green': 'green circle', 'orange': 'orange circle', 'purple': 'purple circle'}","{'green circle': (1, 9), 'orange circle': (4, 9), 'purple circle': (8, 6), 'green square': (2, 8), 'green triangle': (6, 4)}","{'up': '(3, 2), (4, 2), (5, 2), (6, 2), (7, 2), (8, 2)', 'down': '(3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3)', 'left': '', 'right': ''}","{'green circle': [(4, 7), (3, 7), (2, 7), (1, 7), (1, 8), (1, 9)], 'orange circle': [(4, 7), (4, 8), (4, 9)], 'purple circle': [(4, 7), (5, 7), (6, 7), (7, 7), (8, 7), (8, 6)], 'green square': [(4, 7), (3, 7), (2, 7), (2, 8)], 'green triangle': [(4, 7), (4, 6), (4, 5), (4, 4), (5, 4), (6, 4)]}","{'green circle': ['left', 'left', 'left', 'up', 'up'], 'orange circle': ['up', 'up'], 'purple circle': ['right', 'right', 'right', 'right', 'down'], 'green square': ['left', 'left', 'up'], 'green triangle': ['down', 'down', 'down', 'right', 'right']}","{'green circle': [(4, 0), (3, 0), (2, 0), (1, 0), (1, 1), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9)], 'orange circle': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (3, 9), (4, 9)], 'purple circle': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6)], 'green square': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8)], 'green triangle': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (3, 4), (4, 4), (5, 4), (6, 4)]}","{'green circle': ['left', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'orange circle': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right'], 'purple circle': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right', 'right', 'right'], 'green square': ['up', 'up', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up'], 'green triangle': ['left', 'left', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right']}",circle
28,"(4, 0)","(4, 7)",green square,"['square', 'circle', 'triangle', 'green', 'purple', 'orange']","{(3, 7): 'green square', (1, 8): 'purple square', (4, 9): 'orange square', (7, 7): 'green triangle', (4, 4): 'green circle'}",5,R,"{'receiver': ['A1', 'A2', 'A3', 'B1'], 'signaler': [], 'flipped': ['C1']}","{'square': 'green square', 'circle': 'green circle', 'triangle': 'green triangle', 'green': 'green square', 'purple': 'purple square', 'orange': 'orange square'}","{'green square': (3, 7), 'purple square': (1, 8), 'orange square': (4, 9), 'green triangle': (7, 7), 'green circle': (4, 4)}","{'up': '(3, 5), (4, 5), (5, 5), (6, 5), (7, 5), (8, 5)', 'down': '(3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6)', 'left': '', 'right': ''}","{'green square': [(4, 7), (3, 7)], 'purple square': [(4, 7), (4, 8), (3, 8), (2, 8), (1, 8)], 'orange square': [(4, 7), (4, 8), (4, 9)], 'green triangle': [(4, 7), (5, 7), (6, 7), (7, 7)], 'green circle': [(4, 7), (3, 7), (2, 7), (2, 6), (2, 5), (2, 4), (3, 4), (4, 4)]}","{'green square': ['left'], 'purple square': ['up', 'left', 'left', 'left'], 'orange square': ['up', 'up'], 'green triangle': ['right', 'right', 'right'], 'green circle': ['left', 'left', 'down', 'down', 'down', 'right', 'right']}","{'green square': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (2, 6), (2, 7), (3, 7)], 'purple square': [(4, 0), (3, 0), (2, 0), (1, 0), (1, 1), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8)], 'orange square': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (3, 9), (4, 9)], 'green triangle': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (3, 7), (4, 7), (5, 7), (6, 7), (7, 7)], 'green circle': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4)]}","{'green square': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'up', 'up', 'right'], 'purple square': ['left', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'orange square': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'up', 'up', 'up', 'up', 'right', 'right'], 'green triangle': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right', 'right'], 'green circle': ['up', 'up', 'up', 'up']}",green
29,"(4, 0)","(4, 7)",green square,"['square', 'circle', 'triangle', 'green', 'purple', 'orange']","{(3, 7): 'green square', (1, 8): 'purple square', (4, 9): 'orange square', (7, 7): 'green triangle', (4, 4): 'green circle'}",5,S,"{'receiver': ['A1', 'A2', 'A3', 'B1'], 'signaler': [], 'flipped': ['C1']}","{'square': 'green square', 'circle': 'green circle', 'triangle': 'green triangle', 'green': 'green square', 'purple': 'purple square', 'orange': 'orange square'}","{'green square': (3, 7), 'purple square': (1, 8), 'orange square': (4, 9), 'green triangle': (7, 7), 'green circle': (4, 4)}","{'up': '(3, 2), (4, 2), (5, 2), (6, 2), (7, 2), (8, 2)', 'down': '(3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3)', 'left': '', 'right': ''}","{'green square': [(4, 7), (3, 7)], 'purple square': [(4, 7), (4, 8), (3, 8), (2, 8), (1, 8)], 'orange square': [(4, 7), (4, 8), (4, 9)], 'green triangle': [(4, 7), (5, 7), (6, 7), (7, 7)], 'green circle': [(4, 7), (4, 6), (4, 5), (4, 4)]}","{'green square': ['left'], 'purple square': ['up', 'left', 'left', 'left'], 'orange square': ['up', 'up'], 'green triangle': ['right', 'right', 'right'], 'green circle': ['down', 'down', 'down']}","{'green square': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (3, 7)], 'purple square': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8)], 'orange square': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (3, 9), (4, 9)], 'green triangle': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (3, 7), (4, 7), (5, 7), (6, 7), (7, 7)], 'green circle': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (2, 4), (3, 4), (4, 4)]}","{'green square': ['up', 'up', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'right'], 'purple square': ['up', 'up', 'left', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up'], 'orange square': ['up', 'up', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right'], 'green triangle': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right', 'right'], 'green circle': ['up', 'up', 'left', 'left', 'up', 'up', 'right', 'right']}",green
