,signalerLocation,receiverLocation,intention,signalSpace,targetDictionary,nTargets,barrier,abstractSetup,predSignalNoActionUtility,revTargetDict,recTraj,recActSeq,sigTraj,sigActSeq
51,"(4, 0)","(4, 6)","orange square8;green square2","['square', 'orange', 'triangle', 'green']","{(8, 8): 'orange square8', (2, 2): 'green square2', (6, 4): 'green triangle4'}",3,"N","Flip","square","{'orange square8': (8, 8), 'green square2': (2, 2), 'green triangle4': (6, 4)}","{'orange square8': [(4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (8, 7), (8, 8)], 'green square2': [(4, 6), (3, 6), (2, 6), (2, 5), (2, 4), (2, 3), (2, 2)], 'green triangle4': [(4, 6), (5, 6), (6, 6), (6, 5), (6, 4)]}","{'orange square8': ['right', 'right', 'right', 'right', 'up', 'up'], 'green square2': ['left', 'left', 'down', 'down', 'down', 'down'], 'green triangle4': ['right', 'right', 'down', 'down']}","{'orange square8': [(4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (8, 1), (8, 2), (8, 3), (8, 4), (8, 5), (8, 6), (8, 7), (8, 8)], 'green square2': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2)], 'green triangle4': [(4, 0), (5, 0), (6, 0), (6, 1), (6, 2), (6, 3), (6, 4)]}","{'orange square8': ['right', 'right', 'right', 'right', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'green square2': ['left', 'left', 'up', 'up'], 'green triangle4': ['right', 'right', 'up', 'up', 'up', 'up']}"
52,"(4, 0)","(4, 6)","orange triangle9;green triangle2","['orange', 'circle', 'triangle', 'green']","{(5, 9): 'orange triangle9', (4, 2): 'green triangle2', (0, 6): 'green circle6'}",3,"N","Flip","triangle","{'orange triangle9': (5, 9), 'green triangle2': (4, 2), 'green circle6': (0, 6)}","{'orange triangle9': [(4, 6), (5, 6), (5, 7), (5, 8), (5, 9)], 'green triangle2': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2)], 'green circle6': [(4, 6), (3, 6), (2, 6), (1, 6), (0, 6)]}","{'orange triangle9': ['right', 'up', 'up', 'up'], 'green triangle2': ['down', 'down', 'down', 'down'], 'green circle6': ['left', 'left', 'left', 'left']}","{'orange triangle9': [(4, 0), (5, 0), (5, 1), (5, 2), (5, 3), (5, 4), (5, 5), (5, 6), (5, 7), (5, 8), (5, 9)], 'green triangle2': [(4, 0), (4, 1), (4, 2)], 'green circle6': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (3, 6), (2, 6), (1, 6), (0, 6)]}","{'orange triangle9': ['right', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'green triangle2': ['up', 'up'], 'green circle6': ['up', 'up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'left']}"
53,"(4, 0)","(4, 6)","green circle9;purple circle1","['square', 'circle', 'purple', 'green']","{(0, 9): 'green circle9', (2, 1): 'purple circle1', (8, 7): 'purple square7'}",3,"N","Flip","circle","{'green circle9': (0, 9), 'purple circle1': (2, 1), 'purple square7': (8, 7)}","{'green circle9': [(4, 6), (4, 7), (4, 8), (4, 9), (3, 9), (2, 9), (1, 9), (0, 9)], 'purple circle1': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2), (4, 1), (3, 1), (2, 1)], 'purple square7': [(4, 6), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7)]}","{'green circle9': ['up', 'up', 'up', 'left', 'left', 'left', 'left'], 'purple circle1': ['down', 'down', 'down', 'down', 'down', 'left', 'left'], 'purple square7': ['up', 'right', 'right', 'right', 'right']}","{'green circle9': [(4, 0), (3, 0), (2, 0), (1, 0), (0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9)], 'purple circle1': [(4, 0), (3, 0), (2, 0), (2, 1)], 'purple square7': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7)]}","{'green circle9': ['left', 'left', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'purple circle1': ['left', 'left', 'up'], 'purple square7': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right']}"
54,"(4, 0)","(4, 6)","green square5;purple square2","['square', 'triangle', 'purple', 'green']","{(7, 5): 'green square5', (4, 2): 'purple square2', (5, 9): 'purple triangle9'}",3,"N","Flip","square","{'green square5': (7, 5), 'purple square2': (4, 2), 'purple triangle9': (5, 9)}","{'green square5': [(4, 6), (5, 6), (6, 6), (7, 6), (7, 5)], 'purple square2': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2)], 'purple triangle9': [(4, 6), (5, 6), (5, 7), (5, 8), (5, 9)]}","{'green square5': ['right', 'right', 'right', 'down'], 'purple square2': ['down', 'down', 'down', 'down'], 'purple triangle9': ['right', 'up', 'up', 'up']}","{'green square5': [(4, 0), (5, 0), (6, 0), (7, 0), (7, 1), (7, 2), (7, 3), (7, 4), (7, 5)], 'purple square2': [(4, 0), (4, 1), (4, 2)], 'purple triangle9': [(4, 0), (5, 0), (5, 1), (5, 2), (5, 3), (5, 4), (5, 5), (5, 6), (5, 7), (5, 8), (5, 9)]}","{'green square5': ['right', 'right', 'right', 'up', 'up', 'up', 'up', 'up'], 'purple square2': ['up', 'up'], 'purple triangle9': ['right', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up']}"
55,"(4, 0)","(4, 6)","green triangle9;purple triangle2","['purple', 'circle', 'triangle', 'green']","{(2, 9): 'green triangle9', (3, 2): 'purple triangle2', (7, 5): 'purple circle5'}",3,"N","Flip","triangle","{'green triangle9': (2, 9), 'purple triangle2': (3, 2), 'purple circle5': (7, 5)}","{'green triangle9': [(4, 6), (3, 6), (2, 6), (2, 7), (2, 8), (2, 9)], 'purple triangle2': [(4, 6), (3, 6), (3, 5), (3, 4), (3, 3), (3, 2)], 'purple circle5': [(4, 6), (4, 5), (5, 5), (6, 5), (7, 5)]}","{'green triangle9': ['left', 'left', 'up', 'up', 'up'], 'purple triangle2': ['left', 'down', 'down', 'down', 'down'], 'purple circle5': ['down', 'right', 'right', 'right']}","{'green triangle9': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (3, 9), (2, 9)], 'purple triangle2': [(4, 0), (3, 0), (3, 1), (3, 2)], 'purple circle5': [(4, 0), (5, 0), (6, 0), (7, 0), (7, 1), (7, 2), (7, 3), (7, 4), (7, 5)]}","{'green triangle9': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'left', 'left'], 'purple triangle2': ['left', 'up', 'up'], 'purple circle5': ['right', 'right', 'right', 'up', 'up', 'up', 'up', 'up']}"
56,"(4, 0)","(4, 6)","purple circle5;orange circle2","['square', 'orange', 'circle', 'purple']","{(0, 5): 'purple circle5', (5, 2): 'orange circle2', (3, 9): 'orange square9'}",3,"N","Flip","circle","{'purple circle5': (0, 5), 'orange circle2': (5, 2), 'orange square9': (3, 9)}","{'purple circle5': [(4, 6), (4, 5), (3, 5), (2, 5), (1, 5), (0, 5)], 'orange circle2': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2), (5, 2)], 'orange square9': [(4, 6), (3, 6), (3, 7), (3, 8), (3, 9)]}","{'purple circle5': ['down', 'left', 'left', 'left', 'left'], 'orange circle2': ['down', 'down', 'down', 'down', 'right'], 'orange square9': ['left', 'up', 'up', 'up']}","{'purple circle5': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (1, 5), (0, 5)], 'orange circle2': [(4, 0), (4, 1), (4, 2), (5, 2)], 'orange square9': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (3, 9)]}","{'purple circle5': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'left'], 'orange circle2': ['up', 'up', 'right'], 'orange square9': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'left']}"
57,"(4, 0)","(4, 6)","purple square4;orange square2","['square', 'orange', 'triangle', 'purple']","{(7, 4): 'purple square4', (3, 2): 'orange square2', (2, 8): 'orange triangle8'}",3,"N","Flip","square","{'purple square4': (7, 4), 'orange square2': (3, 2), 'orange triangle8': (2, 8)}","{'purple square4': [(4, 6), (4, 5), (4, 4), (5, 4), (6, 4), (7, 4)], 'orange square2': [(4, 6), (3, 6), (3, 5), (3, 4), (3, 3), (3, 2)], 'orange triangle8': [(4, 6), (4, 7), (4, 8), (3, 8), (2, 8)]}","{'purple square4': ['down', 'down', 'right', 'right', 'right'], 'orange square2': ['left', 'down', 'down', 'down', 'down'], 'orange triangle8': ['up', 'up', 'left', 'left']}","{'purple square4': [(4, 0), (5, 0), (6, 0), (7, 0), (7, 1), (7, 2), (7, 3), (7, 4)], 'orange square2': [(4, 0), (4, 1), (4, 2), (3, 2)], 'orange triangle8': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8)]}","{'purple square4': ['right', 'right', 'right', 'up', 'up', 'up', 'up'], 'orange square2': ['up', 'up', 'left'], 'orange triangle8': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up']}"
58,"(4, 0)","(4, 6)","purple triangle8;orange triangle1","['orange', 'circle', 'triangle', 'purple']","{(0, 8): 'purple triangle8', (5, 1): 'orange triangle1', (8, 5): 'orange circle5'}",3,"N","Flip","triangle","{'purple triangle8': (0, 8), 'orange triangle1': (5, 1), 'orange circle5': (8, 5)}","{'purple triangle8': [(4, 6), (3, 6), (2, 6), (1, 6), (0, 6), (0, 7), (0, 8)], 'orange triangle1': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2), (4, 1), (5, 1)], 'orange circle5': [(4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (8, 5)]}","{'purple triangle8': ['left', 'left', 'left', 'left', 'up', 'up'], 'orange triangle1': ['down', 'down', 'down', 'down', 'down', 'right'], 'orange circle5': ['right', 'right', 'right', 'right', 'down']}","{'purple triangle8': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (3, 8), (2, 8), (1, 8), (0, 8)], 'orange triangle1': [(4, 0), (4, 1), (5, 1)], 'orange circle5': [(4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (8, 1), (8, 2), (8, 3), (8, 4), (8, 5)]}","{'purple triangle8': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'left'], 'orange triangle1': ['up', 'right'], 'orange circle5': ['right', 'right', 'right', 'right', 'up', 'up', 'up', 'up', 'up']}"
59,"(4, 0)","(4, 6)","orange triangle5;green triangle2","['square', 'orange', 'triangle', 'green']","{(8, 5): 'orange triangle5', (3, 2): 'green triangle2', (1, 7): 'green square7'}",3,"N","Flip","triangle","{'orange triangle5': (8, 5), 'green triangle2': (3, 2), 'green square7': (1, 7)}","{'orange triangle5': [(4, 6), (4, 5), (5, 5), (6, 5), (7, 5), (8, 5)], 'green triangle2': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2), (3, 2)], 'green square7': [(4, 6), (4, 7), (3, 7), (2, 7), (1, 7)]}","{'orange triangle5': ['down', 'right', 'right', 'right', 'right'], 'green triangle2': ['down', 'down', 'down', 'down', 'left'], 'green square7': ['up', 'left', 'left', 'left']}","{'orange triangle5': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (5, 5), (6, 5), (7, 5), (8, 5)], 'green triangle2': [(4, 0), (4, 1), (4, 2), (3, 2)], 'green square7': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (3, 7), (2, 7), (1, 7)]}","{'orange triangle5': ['up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right'], 'green triangle2': ['up', 'up', 'left'], 'green square7': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'left', 'left', 'left']}"
60,"(4, 0)","(4, 6)","purple square2","['square', 'orange', 'triangle', 'purple']","{(7, 7): 'orange square7', (0, 4): 'purple triangle4', (4, 2): 'purple square2'}",3,"N","DIY","do","{'orange square7': (7, 7), 'purple triangle4': (0, 4), 'purple square2': (4, 2)}","{'orange square7': [(4, 6), (5, 6), (6, 6), (7, 6), (7, 7)], 'purple triangle4': [(4, 6), (4, 5), (4, 4), (3, 4), (2, 4), (1, 4), (0, 4)], 'purple square2': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2)]}","{'orange square7': ['right', 'right', 'right', 'up'], 'purple triangle4': ['down', 'down', 'left', 'left', 'left', 'left'], 'purple square2': ['down', 'down', 'down', 'down']}","{'orange square7': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (5, 7), (6, 7), (7, 7)], 'purple triangle4': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (1, 4), (0, 4)], 'purple square2': [(4, 0), (4, 1), (4, 2)]}","{'orange square7': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right'], 'purple triangle4': ['left', 'left', 'up', 'up', 'up', 'up', 'left', 'left'], 'purple square2': ['up', 'up']}"
61,"(4, 0)","(4, 6)","purple triangle1","['orange', 'circle', 'triangle', 'purple']","{(5, 9): 'orange triangle9', (3, 4): 'purple circle4', (5, 1): 'purple triangle1'}",3,"N","DIY","do","{'orange triangle9': (5, 9), 'purple circle4': (3, 4), 'purple triangle1': (5, 1)}","{'orange triangle9': [(4, 6), (4, 7), (4, 8), (4, 9), (5, 9)], 'purple circle4': [(4, 6), (3, 6), (3, 5), (3, 4)], 'purple triangle1': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2), (4, 1), (5, 1)]}","{'orange triangle9': ['up', 'up', 'up', 'right'], 'purple circle4': ['left', 'down', 'down'], 'purple triangle1': ['down', 'down', 'down', 'down', 'down', 'right']}","{'orange triangle9': [(4, 0), (5, 0), (5, 1), (5, 2), (5, 3), (5, 4), (5, 5), (5, 6), (5, 7), (5, 8), (5, 9)], 'purple circle4': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (3, 4)], 'purple triangle1': [(4, 0), (5, 0), (5, 1)]}","{'orange triangle9': ['right', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'purple circle4': ['up', 'up', 'up', 'up', 'left'], 'purple triangle1': ['right', 'up']}"
62,"(4, 0)","(4, 6)","orange circle1","['square', 'orange', 'circle', 'green']","{(8, 7): 'orange square7', (6, 4): 'green circle4', (2, 1): 'orange circle1'}",3,"N","DIY","do","{'orange square7': (8, 7), 'green circle4': (6, 4), 'orange circle1': (2, 1)}","{'orange square7': [(4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (8, 7)], 'green circle4': [(4, 6), (4, 5), (4, 4), (5, 4), (6, 4)], 'orange circle1': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2), (4, 1), (3, 1), (2, 1)]}","{'orange square7': ['right', 'right', 'right', 'right', 'up'], 'green circle4': ['down', 'down', 'right', 'right'], 'orange circle1': ['down', 'down', 'down', 'down', 'down', 'left', 'left']}","{'orange square7': [(4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (8, 1), (8, 2), (8, 3), (8, 4), (8, 5), (8, 6), (8, 7)], 'green circle4': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (5, 4), (6, 4)], 'orange circle1': [(4, 0), (4, 1), (3, 1), (2, 1)]}","{'orange square7': ['right', 'right', 'right', 'right', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'green circle4': ['up', 'up', 'up', 'up', 'right', 'right'], 'orange circle1': ['up', 'left', 'left']}"
63,"(4, 0)","(4, 6)","green square2","['square', 'purple', 'triangle', 'green']","{(2, 8): 'green triangle8', (8, 5): 'purple square5', (5, 2): 'green square2'}",3,"N","DIY","do","{'green triangle8': (2, 8), 'purple square5': (8, 5), 'green square2': (5, 2)}","{'green triangle8': [(4, 6), (3, 6), (2, 6), (2, 7), (2, 8)], 'purple square5': [(4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (8, 5)], 'green square2': [(4, 6), (5, 6), (5, 5), (5, 4), (5, 3), (5, 2)]}","{'green triangle8': ['left', 'left', 'up', 'up'], 'purple square5': ['right', 'right', 'right', 'right', 'down'], 'green square2': ['right', 'down', 'down', 'down', 'down']}","{'green triangle8': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (3, 8), (2, 8)], 'purple square5': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (5, 5), (6, 5), (7, 5), (8, 5)], 'green square2': [(4, 0), (5, 0), (5, 1), (5, 2)]}","{'green triangle8': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'left', 'left'], 'purple square5': ['up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right'], 'green square2': ['right', 'up', 'up']}"
64,"(4, 0)","(4, 6)","orange circle1","['square', 'orange', 'circle', 'green']","{(5, 4): 'green circle4', (1, 5): 'orange square5', (3, 1): 'orange circle1'}",3,"N","DIY","do","{'green circle4': (5, 4), 'orange square5': (1, 5), 'orange circle1': (3, 1)}","{'green circle4': [(4, 6), (5, 6), (5, 5), (5, 4)], 'orange square5': [(4, 6), (4, 5), (3, 5), (2, 5), (1, 5)], 'orange circle1': [(4, 6), (3, 6), (3, 5), (3, 4), (3, 3), (3, 2), (3, 1)]}","{'green circle4': ['right', 'down', 'down'], 'orange square5': ['down', 'left', 'left', 'left'], 'orange circle1': ['left', 'down', 'down', 'down', 'down', 'down']}","{'green circle4': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (5, 4)], 'orange square5': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (1, 5)], 'orange circle1': [(4, 0), (3, 0), (3, 1)]}","{'green circle4': ['up', 'up', 'up', 'up', 'right'], 'orange square5': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'left'], 'orange circle1': ['left', 'up']}"
65,"(4, 0)","(4, 6)","orange square1","['square', 'orange', 'triangle', 'green']","{(8, 4): 'green square4', (0, 5): 'orange triangle5', (2, 1): 'orange square1'}",3,"N","DIY","do","{'green square4': (8, 4), 'orange triangle5': (0, 5), 'orange square1': (2, 1)}","{'green square4': [(4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (8, 5), (8, 4)], 'orange triangle5': [(4, 6), (3, 6), (2, 6), (1, 6), (0, 6), (0, 5)], 'orange square1': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2), (4, 1), (3, 1), (2, 1)]}","{'green square4': ['right', 'right', 'right', 'right', 'down', 'down'], 'orange triangle5': ['left', 'left', 'left', 'left', 'down'], 'orange square1': ['down', 'down', 'down', 'down', 'down', 'left', 'left']}","{'green square4': [(4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (8, 1), (8, 2), (8, 3), (8, 4)], 'orange triangle5': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (1, 5), (0, 5)], 'orange square1': [(4, 0), (4, 1), (3, 1), (2, 1)]}","{'green square4': ['right', 'right', 'right', 'right', 'up', 'up', 'up', 'up'], 'orange triangle5': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'left'], 'orange square1': ['up', 'left', 'left']}"
66,"(4, 0)","(4, 6)","green circle2","['square', 'circle', 'purple', 'green']","{(6, 9): 'green square9', (5, 4): 'purple circle4', (1, 2): 'green circle2'}",3,"N","DIY","do","{'green square9': (6, 9), 'purple circle4': (5, 4), 'green circle2': (1, 2)}","{'green square9': [(4, 6), (4, 7), (4, 8), (4, 9), (5, 9), (6, 9)], 'purple circle4': [(4, 6), (5, 6), (5, 5), (5, 4)], 'green circle2': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2), (3, 2), (2, 2), (1, 2)]}","{'green square9': ['up', 'up', 'up', 'right', 'right'], 'purple circle4': ['right', 'down', 'down'], 'green circle2': ['down', 'down', 'down', 'down', 'left', 'left', 'left']}","{'green square9': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (5, 9), (6, 9)], 'purple circle4': [(4, 0), (5, 0), (5, 1), (5, 2), (5, 3), (5, 4)], 'green circle2': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (1, 2)]}","{'green square9': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right'], 'purple circle4': ['right', 'up', 'up', 'up', 'up'], 'green circle2': ['up', 'up', 'left', 'left', 'left']}"
67,"(4, 0)","(4, 6)","green square2","['square', 'circle', 'purple', 'green']","{(8, 5): 'green square5', (4, 2): 'green square2', (0, 9): 'purple circle9'}",3,"N","DIY","do","{'green square5': (8, 5), 'green square2': (4, 2), 'purple circle9': (0, 9)}","{'green square5': [(4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (8, 5)], 'green square2': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2)], 'purple circle9': [(4, 6), (4, 7), (4, 8), (4, 9), (3, 9), (2, 9), (1, 9), (0, 9)]}","{'green square5': ['right', 'right', 'right', 'right', 'down'], 'green square2': ['down', 'down', 'down', 'down'], 'purple circle9': ['up', 'up', 'up', 'left', 'left', 'left', 'left']}","{'green square5': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (5, 5), (6, 5), (7, 5), (8, 5)], 'green square2': [(4, 0), (4, 1), (4, 2)], 'purple circle9': [(4, 0), (3, 0), (2, 0), (1, 0), (0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9)]}","{'green square5': ['up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right'], 'green square2': ['up', 'up'], 'purple circle9': ['left', 'left', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up']}"
68,"(4, 0)","(4, 6)","orange triangle2","['square', 'orange', 'triangle', 'purple']","{(7, 8): 'orange triangle8', (4, 2): 'orange triangle2', (2, 9): 'purple square9'}",3,"N","DIY","do","{'orange triangle8': (7, 8), 'orange triangle2': (4, 2), 'purple square9': (2, 9)}","{'orange triangle8': [(4, 6), (4, 7), (4, 8), (5, 8), (6, 8), (7, 8)], 'orange triangle2': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2)], 'purple square9': [(4, 6), (4, 7), (4, 8), (4, 9), (3, 9), (2, 9)]}","{'orange triangle8': ['up', 'up', 'right', 'right', 'right'], 'orange triangle2': ['down', 'down', 'down', 'down'], 'purple square9': ['up', 'up', 'up', 'left', 'left']}","{'orange triangle8': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (5, 8), (6, 8), (7, 8)], 'orange triangle2': [(4, 0), (4, 1), (4, 2)], 'purple square9': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9)]}","{'orange triangle8': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right'], 'orange triangle2': ['up', 'up'], 'purple square9': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up']}"
69,"(4, 0)","(4, 6)","green square2","['square', 'orange', 'triangle', 'green']","{(6, 9): 'green square9', (4, 2): 'green square2', (1, 8): 'orange triangle8'}",3,"N","DIY","do","{'green square9': (6, 9), 'green square2': (4, 2), 'orange triangle8': (1, 8)}","{'green square9': [(4, 6), (5, 6), (6, 6), (6, 7), (6, 8), (6, 9)], 'green square2': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2)], 'orange triangle8': [(4, 6), (4, 7), (4, 8), (3, 8), (2, 8), (1, 8)]}","{'green square9': ['right', 'right', 'up', 'up', 'up'], 'green square2': ['down', 'down', 'down', 'down'], 'orange triangle8': ['up', 'up', 'left', 'left', 'left']}","{'green square9': [(4, 0), (5, 0), (6, 0), (6, 1), (6, 2), (6, 3), (6, 4), (6, 5), (6, 6), (6, 7), (6, 8), (6, 9)], 'green square2': [(4, 0), (4, 1), (4, 2)], 'orange triangle8': [(4, 0), (3, 0), (2, 0), (1, 0), (1, 1), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8)]}","{'green square9': ['right', 'right', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'green square2': ['up', 'up'], 'orange triangle8': ['left', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up']}"
70,"(4, 0)","(4, 6)","purple triangle2","['square', 'orange', 'triangle', 'purple']","{(2, 9): 'purple triangle9', (4, 2): 'purple triangle2', (8, 9): 'orange square9'}",3,"N","DIY","do","{'purple triangle9': (2, 9), 'purple triangle2': (4, 2), 'orange square9': (8, 9)}","{'purple triangle9': [(4, 6), (3, 6), (2, 6), (2, 7), (2, 8), (2, 9)], 'purple triangle2': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2)], 'orange square9': [(4, 6), (4, 7), (4, 8), (4, 9), (5, 9), (6, 9), (7, 9), (8, 9)]}","{'purple triangle9': ['left', 'left', 'up', 'up', 'up'], 'purple triangle2': ['down', 'down', 'down', 'down'], 'orange square9': ['up', 'up', 'up', 'right', 'right', 'right', 'right']}","{'purple triangle9': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9)], 'purple triangle2': [(4, 0), (4, 1), (4, 2)], 'orange square9': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (5, 9), (6, 9), (7, 9), (8, 9)]}","{'purple triangle9': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'purple triangle2': ['up', 'up'], 'orange square9': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right']}"
