,signalerLocation,receiverLocation,intention,signalSpace,targetDictionary,nTargets,barrier,abstractSetup,receiverIntentionDict,revTargetDict,barrierDict,recTraj,recActSeq,sigTraj,sigActSeq
23,"(4, 0)","(4, 7)",red square,"['triangle', 'circle', 'square', 'red', 'purple', 'green']","{(7, 7): 'red square', (7, 9): 'purple square', (6, 8): 'green square', (0, 5): 'red circle', (5, 3): 'red triangle'}",5,S,"{'receiver': ['A1', 'A2', 'A3', 'B1'], 'signaler': [], 'flipped': ['C1']}","{'triangle': 'red triangle', 'circle': 'red circle', 'square': 'red square', 'red': 'red square', 'purple': 'purple square', 'green': 'green square'}","{'red square': (7, 7), 'purple square': (7, 9), 'green square': (6, 8), 'red circle': (0, 5), 'red triangle': (5, 3)}","{'up': '(3, 2), (4, 2), (5, 2), (6, 2), (7, 2), (8, 2)', 'down': '(3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3)', 'left': '', 'right': ''}","{'red square': [(4, 7), (5, 7), (6, 7), (7, 7)], 'purple square': [(4, 7), (4, 8), (4, 9), (5, 9), (6, 9), (7, 9)], 'green square': [(4, 7), (4, 8), (5, 8), (6, 8)], 'red circle': [(4, 7), (3, 7), (2, 7), (1, 7), (0, 7), (0, 6), (0, 5)], 'red triangle': [(4, 7), (5, 7), (5, 6), (5, 5), (5, 4), (5, 3)]}","{'red square': ['right', 'right', 'right'], 'purple square': ['up', 'up', 'right', 'right', 'right'], 'green square': ['up', 'right', 'right'], 'red circle': ['left', 'left', 'left', 'left', 'down', 'down'], 'red triangle': ['right', 'down', 'down', 'down', 'down']}","{'red square': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (3, 7), (4, 7), (5, 7), (6, 7), (7, 7)], 'purple square': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (3, 9), (4, 9), (5, 9), (6, 9), (7, 9)], 'green square': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (3, 8), (4, 8), (5, 8), (6, 8)], 'red circle': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (1, 5), (0, 5)], 'red triangle': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (3, 3), (4, 3), (5, 3)]}","{'red square': ['up', 'up', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right', 'right'], 'purple square': ['up', 'up', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right', 'right'], 'green square': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right'], 'red circle': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'left', 'left'], 'red triangle': ['up', 'up', 'left', 'left', 'up', 'right', 'right', 'right']}"
24,"(4, 0)","(4, 7)",red square,"['triangle', 'circle', 'square', 'red', 'green', 'purple']","{(8, 7): 'red square', (2, 5): 'red circle', (6, 9): 'green triangle', (5, 3): 'green square', (7, 3): 'purple square'}",5,R,"{'receiver': ['A1', 'B1', 'C2'], 'signaler': [], 'flipped': ['A2', 'A3']}","{'triangle': 'green triangle', 'circle': 'red circle', 'square': 'red square', 'red': 'red circle', 'green': 'green triangle', 'purple': 'purple square'}","{'red square': (8, 7), 'red circle': (2, 5), 'green triangle': (6, 9), 'green square': (5, 3), 'purple square': (7, 3)}","{'up': '(3, 5), (4, 5), (5, 5), (6, 5), (7, 5), (8, 5)', 'down': '(3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6)', 'left': '', 'right': ''}","{'red square': [(4, 7), (5, 7), (6, 7), (7, 7), (8, 7)], 'red circle': [(4, 7), (3, 7), (2, 7), (2, 6), (2, 5)], 'green triangle': [(4, 7), (5, 7), (6, 7), (6, 8), (6, 9)], 'green square': [(4, 7), (4, 6), (3, 6), (2, 6), (2, 5), (2, 4), (2, 3), (3, 3), (4, 3), (5, 3)], 'purple square': [(4, 7), (4, 6), (3, 6), (2, 6), (2, 5), (2, 4), (2, 3), (3, 3), (4, 3), (5, 3), (6, 3), (7, 3)]}","{'red square': ['right', 'right', 'right', 'right'], 'red circle': ['left', 'left', 'down', 'down'], 'green triangle': ['right', 'right', 'up', 'up'], 'green square': ['down', 'left', 'left', 'down', 'down', 'down', 'right', 'right', 'right'], 'purple square': ['down', 'left', 'left', 'down', 'down', 'down', 'right', 'right', 'right', 'right', 'right']}","{'red square': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (2, 6), (2, 7), (3, 7), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7)], 'red circle': [(4, 0), (3, 0), (3, 1), (3, 2), (3, 3), (3, 4), (3, 5), (2, 5)], 'green triangle': [(4, 0), (3, 0), (3, 1), (3, 2), (3, 3), (3, 4), (3, 5), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (3, 9), (4, 9), (5, 9), (6, 9)], 'green square': [(4, 0), (5, 0), (5, 1), (5, 2), (5, 3)], 'purple square': [(4, 0), (5, 0), (6, 0), (7, 0), (7, 1), (7, 2), (7, 3)]}","{'red square': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'up', 'up', 'right', 'right', 'right', 'right', 'right', 'right'], 'red circle': ['left', 'up', 'up', 'up', 'up', 'up', 'left'], 'green triangle': ['left', 'up', 'up', 'up', 'up', 'up', 'left', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right'], 'green square': ['right', 'up', 'up', 'up'], 'purple square': ['right', 'right', 'right', 'up', 'up', 'up']}"
25,"(4, 0)","(4, 7)",red square,"['triangle', 'circle', 'square', 'red', 'green', 'purple']","{(8, 7): 'red square', (2, 5): 'red circle', (6, 9): 'green triangle', (5, 3): 'green square', (7, 3): 'purple square'}",5,S,"{'receiver': ['A1', 'B1', 'C2'], 'signaler': [], 'flipped': ['A2', 'A3']}","{'triangle': 'green triangle', 'circle': 'red circle', 'square': 'green square', 'red': 'red square', 'green': 'green square', 'purple': 'purple square'}","{'red square': (8, 7), 'red circle': (2, 5), 'green triangle': (6, 9), 'green square': (5, 3), 'purple square': (7, 3)}","{'up': '(3, 2), (4, 2), (5, 2), (6, 2), (7, 2), (8, 2)', 'down': '(3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3)', 'left': '', 'right': ''}","{'red square': [(4, 7), (5, 7), (6, 7), (7, 7), (8, 7)], 'red circle': [(4, 7), (3, 7), (2, 7), (2, 6), (2, 5)], 'green triangle': [(4, 7), (5, 7), (6, 7), (6, 8), (6, 9)], 'green square': [(4, 7), (4, 6), (4, 5), (4, 4), (4, 3), (5, 3)], 'purple square': [(4, 7), (5, 7), (6, 7), (7, 7), (7, 6), (7, 5), (7, 4), (7, 3)]}","{'red square': ['right', 'right', 'right', 'right'], 'red circle': ['left', 'left', 'down', 'down'], 'green triangle': ['right', 'right', 'up', 'up'], 'green square': ['down', 'down', 'down', 'down', 'right'], 'purple square': ['right', 'right', 'right', 'down', 'down', 'down', 'down']}","{'red square': [(4, 0), (3, 0), (3, 1), (3, 2), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (3, 7), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7)], 'red circle': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (2, 4), (2, 5)], 'green triangle': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (3, 9), (4, 9), (5, 9), (6, 9)], 'green square': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (3, 3), (4, 3), (5, 3)], 'purple square': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (3, 3), (4, 3), (5, 3), (6, 3), (7, 3)]}","{'red square': ['left', 'up', 'up', 'left', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right', 'right', 'right'], 'red circle': ['up', 'up', 'left', 'left', 'up', 'up', 'up'], 'green triangle': ['up', 'up', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right'], 'green square': ['up', 'up', 'left', 'left', 'up', 'right', 'right', 'right'], 'purple square': ['up', 'up', 'left', 'left', 'up', 'right', 'right', 'right', 'right', 'right']}"
26,"(4, 0)","(4, 7)",red circle,"['triangle', 'square', 'circle', 'red', 'green', 'purple']","{(1, 8): 'red circle', (6, 9): 'red square', (2, 6): 'green triangle', (4, 4): 'green circle', (5, 3): 'purple circle'}",5,R,"{'receiver': ['A1', 'B1', 'C2'], 'signaler': [], 'flipped': ['A2', 'A3']}","{'triangle': 'green triangle', 'square': 'red square', 'circle': 'red circle', 'red': 'red circle', 'green': 'green triangle', 'purple': 'purple circle'}","{'red circle': (1, 8), 'red square': (6, 9), 'green triangle': (2, 6), 'green circle': (4, 4), 'purple circle': (5, 3)}","{'up': '(3, 5), (4, 5), (5, 5), (6, 5), (7, 5), (8, 5)', 'down': '(3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6)', 'left': '', 'right': ''}","{'red circle': [(4, 7), (4, 8), (3, 8), (2, 8), (1, 8)], 'red square': [(4, 7), (4, 8), (4, 9), (5, 9), (6, 9)], 'green triangle': [(4, 7), (4, 6), (3, 6), (2, 6)], 'green circle': [(4, 7), (3, 7), (2, 7), (2, 6), (2, 5), (2, 4), (3, 4), (4, 4)], 'purple circle': [(4, 7), (4, 6), (3, 6), (2, 6), (2, 5), (2, 4), (2, 3), (3, 3), (4, 3), (5, 3)]}","{'red circle': ['up', 'left', 'left', 'left'], 'red square': ['up', 'up', 'right', 'right'], 'green triangle': ['down', 'left', 'left'], 'green circle': ['left', 'left', 'down', 'down', 'down', 'right', 'right'], 'purple circle': ['down', 'left', 'left', 'down', 'down', 'down', 'right', 'right', 'right']}","{'red circle': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (1, 5), (1, 6), (1, 7), (1, 8)], 'red square': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (3, 9), (4, 9), (5, 9), (6, 9)], 'green triangle': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (2, 6)], 'green circle': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4)], 'purple circle': [(4, 0), (4, 1), (4, 2), (4, 3), (5, 3)]}","{'red circle': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'up', 'up', 'up'], 'red square': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right'], 'green triangle': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'up'], 'green circle': ['up', 'up', 'up', 'up'], 'purple circle': ['up', 'up', 'up', 'right']}"
27,"(4, 0)","(4, 7)",red circle,"['triangle', 'square', 'circle', 'red', 'green', 'purple']","{(1, 8): 'red circle', (6, 9): 'red square', (2, 6): 'green triangle', (4, 4): 'green circle', (5, 3): 'purple circle'}",5,S,"{'receiver': ['A1', 'B1', 'C2'], 'signaler': [], 'flipped': ['A2', 'A3']}","{'triangle': 'green triangle', 'square': 'red square', 'circle': 'red circle', 'red': 'red circle', 'green': 'green circle', 'purple': 'purple circle'}","{'red circle': (1, 8), 'red square': (6, 9), 'green triangle': (2, 6), 'green circle': (4, 4), 'purple circle': (5, 3)}","{'up': '(3, 2), (4, 2), (5, 2), (6, 2), (7, 2), (8, 2)', 'down': '(3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3)', 'left': '', 'right': ''}","{'red circle': [(4, 7), (4, 8), (3, 8), (2, 8), (1, 8)], 'red square': [(4, 7), (4, 8), (4, 9), (5, 9), (6, 9)], 'green triangle': [(4, 7), (4, 6), (3, 6), (2, 6)], 'green circle': [(4, 7), (4, 6), (4, 5), (4, 4)], 'purple circle': [(4, 7), (4, 6), (4, 5), (4, 4), (4, 3), (5, 3)]}","{'red circle': ['up', 'left', 'left', 'left'], 'red square': ['up', 'up', 'right', 'right'], 'green triangle': ['down', 'left', 'left'], 'green circle': ['down', 'down', 'down'], 'purple circle': ['down', 'down', 'down', 'down', 'right']}","{'red circle': [(4, 0), (3, 0), (2, 0), (1, 0), (1, 1), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8)], 'red square': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (3, 9), (4, 9), (5, 9), (6, 9)], 'green triangle': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6)], 'green circle': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (2, 4), (3, 4), (4, 4)], 'purple circle': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (3, 3), (4, 3), (5, 3)]}","{'red circle': ['left', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'red square': ['up', 'up', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right'], 'green triangle': ['up', 'up', 'left', 'left', 'up', 'up', 'up', 'up'], 'green circle': ['up', 'up', 'left', 'left', 'up', 'up', 'right', 'right'], 'purple circle': ['left', 'left', 'up', 'up', 'up', 'right', 'right', 'right']}"
28,"(4, 0)","(4, 7)",red square,"['circle', 'triangle', 'square', 'red', 'green', 'purple']","{(8, 8): 'red square', (8, 6): 'red triangle', (1, 8): 'green circle', (6, 4): 'green square', (6, 3): 'purple square'}",5,R,"{'receiver': ['A1', 'B1', 'C2'], 'signaler': [], 'flipped': ['A2', 'A3']}","{'circle': 'green circle', 'triangle': 'red triangle', 'square': 'red square', 'red': 'red square', 'green': 'green circle', 'purple': 'purple square'}","{'red square': (8, 8), 'red triangle': (8, 6), 'green circle': (1, 8), 'green square': (6, 4), 'purple square': (6, 3)}","{'up': '(3, 5), (4, 5), (5, 5), (6, 5), (7, 5), (8, 5)', 'down': '(3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6)', 'left': '', 'right': ''}","{'red square': [(4, 7), (5, 7), (6, 7), (7, 7), (8, 7), (8, 8)], 'red triangle': [(4, 7), (5, 7), (6, 7), (7, 7), (8, 7), (8, 6)], 'green circle': [(4, 7), (4, 8), (3, 8), (2, 8), (1, 8)], 'green square': [(4, 7), (3, 7), (2, 7), (2, 6), (2, 5), (2, 4), (3, 4), (4, 4), (5, 4), (6, 4)], 'purple square': [(4, 7), (3, 7), (2, 7), (2, 6), (2, 5), (2, 4), (2, 3), (3, 3), (4, 3), (5, 3), (6, 3)]}","{'red square': ['right', 'right', 'right', 'right', 'up'], 'red triangle': ['right', 'right', 'right', 'right', 'down'], 'green circle': ['up', 'left', 'left', 'left'], 'green square': ['left', 'left', 'down', 'down', 'down', 'right', 'right', 'right', 'right'], 'purple square': ['left', 'left', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'right']}","{'red square': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (2, 6), (2, 7), (2, 8), (3, 8), (4, 8), (5, 8), (6, 8), (7, 8), (8, 8)], 'red triangle': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6)], 'green circle': [(4, 0), (3, 0), (2, 0), (1, 0), (1, 1), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8)], 'green square': [(4, 0), (5, 0), (6, 0), (6, 1), (6, 2), (6, 3), (6, 4)], 'purple square': [(4, 0), (5, 0), (6, 0), (6, 1), (6, 2), (6, 3)]}","{'red square': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'up', 'up', 'up', 'right', 'right', 'right', 'right', 'right', 'right'], 'red triangle': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right', 'right', 'right'], 'green circle': ['left', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'green square': ['right', 'right', 'up', 'up', 'up', 'up'], 'purple square': ['right', 'right', 'up', 'up', 'up']}"
29,"(4, 0)","(4, 7)",red square,"['circle', 'triangle', 'square', 'red', 'green', 'purple']","{(8, 8): 'red square', (8, 6): 'red triangle', (1, 8): 'green circle', (6, 4): 'green square', (6, 3): 'purple square'}",5,S,"{'receiver': ['A1', 'B1', 'C2'], 'signaler': [], 'flipped': ['A2', 'A3']}","{'circle': 'green circle', 'triangle': 'red triangle', 'square': 'red square', 'red': 'red square', 'green': 'green square', 'purple': 'purple square'}","{'red square': (8, 8), 'red triangle': (8, 6), 'green circle': (1, 8), 'green square': (6, 4), 'purple square': (6, 3)}","{'up': '(3, 2), (4, 2), (5, 2), (6, 2), (7, 2), (8, 2)', 'down': '(3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3)', 'left': '', 'right': ''}","{'red square': [(4, 7), (5, 7), (6, 7), (7, 7), (8, 7), (8, 8)], 'red triangle': [(4, 7), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6)], 'green circle': [(4, 7), (3, 7), (2, 7), (1, 7), (1, 8)], 'green square': [(4, 7), (4, 6), (4, 5), (4, 4), (5, 4), (6, 4)], 'purple square': [(4, 7), (5, 7), (6, 7), (6, 6), (6, 5), (6, 4), (6, 3)]}","{'red square': ['right', 'right', 'right', 'right', 'up'], 'red triangle': ['down', 'right', 'right', 'right', 'right'], 'green circle': ['left', 'left', 'left', 'up'], 'green square': ['down', 'down', 'down', 'right', 'right'], 'purple square': ['right', 'right', 'down', 'down', 'down', 'down']}","{'red square': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (3, 8), (4, 8), (5, 8), (6, 8), (7, 8), (8, 8)], 'red triangle': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6)], 'green circle': [(4, 0), (3, 0), (2, 0), (1, 0), (1, 1), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8)], 'green square': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (3, 4), (4, 4), (5, 4), (6, 4)], 'purple square': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (3, 3), (4, 3), (5, 3), (6, 3)]}","{'red square': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right', 'right', 'right'], 'red triangle': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right', 'right', 'right'], 'green circle': ['left', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'green square': ['left', 'left', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right'], 'purple square': ['up', 'up', 'left', 'left', 'up', 'right', 'right', 'right', 'right']}"
30,"(4, 0)","(4, 7)",red circle,"['purple', 'green', 'red', 'circle', 'triangle', 'square']","{(4, 6): 'red circle', (1, 6): 'green circle', (0, 9): 'purple triangle', (6, 3): 'red triangle', (5, 3): 'red square'}",5,R,"{'receiver': ['A1', 'B1', 'C2'], 'signaler': [], 'flipped': ['A2', 'A3']}","{'purple': 'purple triangle', 'green': 'green circle', 'red': 'red circle', 'circle': 'green circle', 'triangle': 'purple triangle', 'square': 'red square'}","{'red circle': (4, 6), 'green circle': (1, 6), 'purple triangle': (0, 9), 'red triangle': (6, 3), 'red square': (5, 3)}","{'up': '(3, 5), (4, 5), (5, 5), (6, 5), (7, 5), (8, 5)', 'down': '(3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6)', 'left': '', 'right': ''}","{'red circle': [(4, 7), (4, 6)], 'green circle': [(4, 7), (4, 6), (3, 6), (2, 6), (1, 6)], 'purple triangle': [(4, 7), (3, 7), (2, 7), (1, 7), (0, 7), (0, 8), (0, 9)], 'red triangle': [(4, 7), (3, 7), (2, 7), (2, 6), (2, 5), (2, 4), (2, 3), (3, 3), (4, 3), (5, 3), (6, 3)], 'red square': [(4, 7), (4, 6), (3, 6), (2, 6), (2, 5), (2, 4), (2, 3), (3, 3), (4, 3), (5, 3)]}","{'red circle': ['down'], 'green circle': ['down', 'left', 'left', 'left'], 'purple triangle': ['left', 'left', 'left', 'left', 'up', 'up'], 'red triangle': ['left', 'left', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'right'], 'red square': ['down', 'left', 'left', 'down', 'down', 'down', 'right', 'right', 'right']}","{'red circle': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6)], 'green circle': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (1, 5), (1, 6)], 'purple triangle': [(4, 0), (3, 0), (2, 0), (1, 0), (0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9)], 'red triangle': [(4, 0), (5, 0), (6, 0), (6, 1), (6, 2), (6, 3)], 'red square': [(4, 0), (5, 0), (5, 1), (5, 2), (5, 3)]}","{'red circle': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right'], 'green circle': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'up'], 'purple triangle': ['left', 'left', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'red triangle': ['right', 'right', 'up', 'up', 'up'], 'red square': ['right', 'up', 'up', 'up']}"
31,"(4, 0)","(4, 7)",red circle,"['purple', 'green', 'red', 'circle', 'triangle', 'square']","{(4, 6): 'red circle', (1, 6): 'green circle', (0, 9): 'purple triangle', (6, 3): 'red triangle', (5, 3): 'red square'}",5,S,"{'receiver': ['A1', 'B1', 'C2'], 'signaler': [], 'flipped': ['A2', 'A3']}","{'purple': 'purple triangle', 'green': 'green circle', 'red': 'red triangle', 'circle': 'red circle', 'triangle': 'red triangle', 'square': 'red square'}","{'red circle': (4, 6), 'green circle': (1, 6), 'purple triangle': (0, 9), 'red triangle': (6, 3), 'red square': (5, 3)}","{'up': '(3, 2), (4, 2), (5, 2), (6, 2), (7, 2), (8, 2)', 'down': '(3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3)', 'left': '', 'right': ''}","{'red circle': [(4, 7), (4, 6)], 'green circle': [(4, 7), (3, 7), (2, 7), (1, 7), (1, 6)], 'purple triangle': [(4, 7), (4, 8), (4, 9), (3, 9), (2, 9), (1, 9), (0, 9)], 'red triangle': [(4, 7), (5, 7), (6, 7), (6, 6), (6, 5), (6, 4), (6, 3)], 'red square': [(4, 7), (5, 7), (5, 6), (5, 5), (5, 4), (5, 3)]}","{'red circle': ['down'], 'green circle': ['left', 'left', 'left', 'down'], 'purple triangle': ['up', 'up', 'left', 'left', 'left', 'left'], 'red triangle': ['right', 'right', 'down', 'down', 'down', 'down'], 'red square': ['right', 'down', 'down', 'down', 'down']}","{'red circle': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6)], 'green circle': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6)], 'purple triangle': [(4, 0), (3, 0), (2, 0), (1, 0), (0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9)], 'red triangle': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (3, 3), (4, 3), (5, 3), (6, 3)], 'red square': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (3, 3), (4, 3), (5, 3)]}","{'red circle': ['up', 'up', 'left', 'left', 'up', 'up', 'up', 'up', 'right', 'right'], 'green circle': ['up', 'up', 'left', 'left', 'left', 'up', 'up', 'up', 'up'], 'purple triangle': ['left', 'left', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'red triangle': ['up', 'up', 'left', 'left', 'up', 'right', 'right', 'right', 'right'], 'red square': ['up', 'up', 'left', 'left', 'up', 'right', 'right', 'right']}"
32,"(4, 0)","(4, 7)",purple triangle,"['green', 'red', 'purple', 'circle', 'square', 'triangle']","{(3, 6): 'purple triangle', (1, 5): 'green triangle', (5, 8): 'red circle', (6, 8): 'red square', (5, 4): 'purple square'}",5,R,"{'receiver': ['A3', 'C3', 'B1', 'B2'], 'signaler': [], 'flipped': ['A2']}","{'green': 'green triangle', 'red': 'red square', 'purple': 'purple triangle', 'circle': 'red circle', 'square': 'red square', 'triangle': 'green triangle'}","{'purple triangle': (3, 6), 'green triangle': (1, 5), 'red circle': (5, 8), 'red square': (6, 8), 'purple square': (5, 4)}","{'up': '(3, 5), (4, 5), (5, 5), (6, 5), (7, 5), (8, 5)', 'down': '(3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6)', 'left': '', 'right': ''}","{'purple triangle': [(4, 7), (4, 6), (3, 6)], 'green triangle': [(4, 7), (3, 7), (2, 7), (1, 7), (1, 6), (1, 5)], 'red circle': [(4, 7), (5, 7), (5, 8)], 'red square': [(4, 7), (4, 8), (5, 8), (6, 8)], 'purple square': [(4, 7), (4, 6), (3, 6), (2, 6), (2, 5), (2, 4), (3, 4), (4, 4), (5, 4)]}","{'purple triangle': ['down', 'left'], 'green triangle': ['left', 'left', 'left', 'down', 'down'], 'red circle': ['right', 'up'], 'red square': ['up', 'right', 'right'], 'purple square': ['down', 'left', 'left', 'down', 'down', 'right', 'right', 'right']}","{'purple triangle': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (2, 6), (3, 6)], 'green triangle': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (1, 5)], 'red circle': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (3, 8), (4, 8), (5, 8)], 'red square': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (2, 6), (2, 7), (2, 8), (3, 8), (4, 8), (5, 8), (6, 8)], 'purple square': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (5, 4)]}","{'purple triangle': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'up', 'right'], 'green triangle': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'left'], 'red circle': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right'], 'red square': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'up', 'up', 'up', 'right', 'right', 'right', 'right'], 'purple square': ['up', 'up', 'up', 'up', 'right']}"
